Chunk_ID,Context_Text,Is_Climax
C00406,"[ROW] 
【前文回顾】: 那种笑容，让人迷醉。 牧尘从天而降，落到洛璃身前，他望着少女脸颊上的盈盈笑意，眼神也是变得温柔许多，旋即他伸出手掌，将少女额前的发丝锊开，轻声道：“辛苦了。” “我也是这支队伍的一员，所以出力也是我的义务啊。”洛璃微微一笑，道。 “不过既然队长大人已经归队，那么队长这个位置，我就该乖乖的还回去了。” 洛璃将院牌递给牧尘，然后冲着他难得俏皮的眨了眨眼睛，而这一幕，顿时让得那些注视着这边的人心脏都是滞了滞，他们这段时间所看见的洛璃，一直都是淡然从容，即便是面对着方云那种顶尖的高手，也完全没有打破她的平静，然而现在，她却是在一个男子面前露出这般动人的一幕，这让得他们感到痛心疾首。
【前文回顾】: 牧尘闻言也是一笑，旋即伸出手掌握住了院牌，同时也是将洛璃那纤细而有些冰凉的小手握在了掌心。 突然被牧尘掌心握住，洛璃俏脸也是微微一红，轻挣了挣，但却是纹丝不动，于是她只能微嗔的瞪了前者一眼。 牧尘看了一眼四周，发现不少目光都是虎视眈眈的将他给盯着，这令得他有些莫名其妙，岂不知他这亵渎女神般举动，已是引起了不少的嫉妒。 “我们走吧，这个位置是你辛苦才得到的，我不会让别人夺走的。”牧尘看向洛璃，道。
【当前段落】: 洛璃盈盈一笑，螓首轻点。 不过，就在牧尘话音刚刚落下时，他手中的院牌突然嗡鸣的震动起来，耀眼的光芒绽放开来，而在同时间，这片区域所有队长手中的院牌，都是有着光芒散发。 所有人都是愕然的抬起院牌，目光看去，面色便是陡然一变。 在那分数榜上，原本排名第二的姬玄，突然以一种惊人的速度冲起，竟直接是瞬间就将他们超越，而且那分数，也直接是从十五万，变成了恐怖的二十万！ 他们的分数，瞬间暴涨了五万之多！ “怎么可能？！”有人惊骇失声，完全不明白姬玄的分数怎么会暴涨，因为他们见到，分数榜排名前八的顶尖队伍，并没有一支掉下去，也就是说，姬玄并不是打败了一支前八的顶尖队伍，那他们这分数，怎么来的？",1
C00434,"[ROW] 
【前文回顾】: “没有意见，不过有一个请求。”鹤妖，赵青衫，慕风扬等人对视一眼，皆是一笑，他们对此并没有什么芥蒂，因为他们明白，这都是为了他们北苍灵院的胜利。 “什么？” “帮我们打爆姬玄！”鹤妖他们沉声道。 “交给我了。”牧尘伸出手掌，微笑道。 洛璃也是伸出纤细玉手，搭在牧尘手掌上，苏萱，沈苍生，李玄通他们也是将一只只手掌搭上来，彼此眼中，都是有着炽热昂扬的战意。 “我们北苍灵院的学长学弟，学姐学妹们，恐怕都在等待着我们了，可不能让他们失望才是。”
【前文回顾】: 牧尘另外一只手掌握上院牌，看向温清璇，轻声道：“清璇，准备好了吗？” 温清璇玉手也是握拢了院牌，旋即她冲着牧尘秀眉一挑，笑吟吟的道：“如果在决战赛中我们不幸的遇见，那可别怪我不手下留情了，我们的合作关系，到此为止了。” “彼此。” 牧尘朗声一笑，黑色眸子中，神采涌动。 牧尘手中的院牌，开始变得赤红，最后火焰陡然涌起，缓缓升腾，最后将院牌彻彻底底的燃烧。 温清璇也是在同一时间，点燃院牌。 这一片区域，所有队伍都是眼神复杂的望着这一幕，排名前十六，已有八块院牌燃烧，那么也就是说，持续了将近半年时间之久的灵院大赛淘汰赛，已经正式结束。
【当前段落】: 那么接下来，就该是真正万众瞩目的决战赛了。 当牧尘与温清璇手中的院牌都是燃烧起来时，几乎灵院大赛中所有队伍手中的院牌都是开始无火自燃，而后院牌爆发出璀璨的光柱，光柱弥漫开来，将一支支队伍缓缓的包裹而进... 天地之间，无数光柱，冲天而起。 此时此刻，战意充斥了天地。 北苍灵院。 与充满着残酷战斗的灵院大赛相比，这里的气氛显得平和，天地间的灵力，仿佛都是在慵懒的流动着，微风从远处而来，令得整个北苍灵院都是散发着青春活力。",0
C00597,"[ROW] 
【前文回顾】: 林枫在林氏宗族内，有着一些地位，更何况他与林琅天有点关系，所以也导致这位裁判也是不敢过于的得罪，最后选择睁一只眼闭一只眼。 见到他这般举止，青檀美眸中也是掠过一抹怒意，这些宗族之人，果然都是狗眼看人低，欺人太甚！ “林青檀，你与我并没有什么恩怨纠葛，要怪的话，就怪你们炎城分家那个叫做林动的废物，竟敢得罪林琅天大哥，嘿，也不看看他算什么东西，也想跟林琅天大哥斗，不知死活！”林枫缓缓站起身来，手掌一握，一丝丝的淡黑色寒气便是被他生生的从体内逼出，他盯着青檀，冷笑道。
【前文回顾】: “你找死！” 听到林枫侮辱林动，青檀眸中顿时掠过一抹冰冷杀意，现在的她，可不再是当初那个做什么都需要林动来保护的小女孩！ “现在的我，实力能够暂时达到半步造化的地步，虽然后遗症将会让我在床上躺半年，但只要能够完成林琅天大哥的任务，我所获得的好处，将会比这些损失强无数倍！”林枫笑道，他的双目中，有着点点赤红之意，显然是在依靠丹药之力，强行的榨取着身体中的力量。 “自动认输吧，这么漂亮的女孩子，我还真有点下不了狠手。”林枫目光有些火热的在青檀那玲珑有致的娇躯上扫过，道。
【当前段落】: 青檀脸颊冰冷，眸子静静地盯着林枫，也不说话，玉手轻旋，突然有着一道道淡黑色的冰寒元力自其体内呼啸而出。 这些阴寒元力，如同一条条飞舞的黑色巨蟒，围绕在青檀周身，在旋转间，释放着一波波惊人的元力波动。 “冰极冻天掌！” 淡黑色的阴寒元力呼啸，而后青檀猛地一掌挥出，顿时间，雄浑的元力暴涌而来，直接是在其面前化为一条十数丈大小的冰寒巨龙，而后一声惊天动地的龙吟之声，带着冰冷彻骨的寒气，狠狠地轰向林枫。",0
C00689,"[ROW] 
【前文回顾】: 但是，现在出现，显然是只能打扫场地了。 群鸟在经过探测，未曾发现敌人后，突然俯冲而下，于众人的前方，形成了一座座能量漩涡。 望着这些能量漩涡，所有人都是如释重负的松了一口气。此次灵相洞天的历练，总算结束了。 一道道能量漩涡成形，在场的众人也是彻底放松下来，此次灵相洞天的历练超乎想象的危险,他们能够活下来，也属实是有点运气成分。 不过在场的人，却并没有人先直接进入能量漩涡，而是目光漂移着，扫向了李洛与秦漪。
【前文回顾】: “咳，秦仙子，不知道你在那草庐内，究竟得了什么宝贝，此前你所说的会分配一些出来,还算数么？”说话的，是那金龙宝行的牧曜，他干咳一声，似是玩笑般的问道。 此话一出，顿时不少此前曾与秦天王一脉联手的队伍们，皆是将热切的目光投向了秦漪，显然，他们也想分一杯羹。 面对着这些目光，秦漪眸光微闪，然后轻笑道：“既然说过，自然会算数。” 秦漪长袖善舞,自然明白这些曾经与他们联手过的各方天骄算是一股不弱的力量，所以她并不打算因为一些蝇头小利就将他们得罪。
【当前段落】: 听到秦漪此话，众人皆是大喜，那牧曜也是冲着前者一抱拳，笑道：“秦仙子果真仗义。” 秦漪伸出玉手，掌心浮现了三枚晶莹剔透如宝石般的东西，在其表面上还铭刻着玄妙的纹路，其内隐隐间似是流淌着一种特殊的波动。 望着那三枚晶莹之物，在场不少目光都是陡然投射而去，因为在这上面，他们感觉到了和“本源玄心果”相似的波动。 “此物是我在其中获得的最佳之物，我猜测应该是以“本源玄心果”炼制而成，所以其效果，或许也是相似。”",0
C00747,"[ROW] 
【前文回顾】: 周元也以为从此以后就无缘再见……但他怎么都没想到，当他贯穿第九重神府时，他竟然能够再见到它们。 没错……四道苍玄圣纹没有消失，它们在周元不知道的时候，隐匿于他那未曾贯通的第九重神府内。 周元心神在这瞬息间内视神府，如今他的神府已是彻底贯通，神府浩荡，九千多万源气星辰当空闪耀，整个神府内都弥漫着难以相容的庞大源气。 而此时，在那神府中央的位置，只见得四道古老的圣纹凝结在一起，形成了一颗光球，缓缓的旋转。
【前文回顾】: 整个神府内的源气，都是在随着它们的转动而澎湃呼啸。 “老朋友们，好久不见了……” 周元的唇角扬起一抹弧度，当他在贯穿九重神府，然后第一眼看见这四道圣纹的时候，他整个人几乎都是傻掉了，因为他怎么都没想到过，他这迟迟难以贯穿的第九神府，竟然给他藏了这么大一份礼。 当然，也是因为它们的存在，才让得周元这第九神府的贯通变得极为的艰难。 不过，周元对此半点都不恼怒，反而有着失之再得的狂喜与激动。 四圣纹的神妙，身为曾经的掌控者，他再清楚不过，它们的存在，无疑将会成为周元最强的底牌。
【当前段落】: 心中情绪澎湃，但在那外界不过瞬息之间。 那身处于空间崩塌处的赵牧神，此时眼中终于是出现了一抹惊惧之意，他怎么都没想到，周元不仅没有被他的圣莲封印，反而还展开了如此恐怖的反击。 那半丈法域，同样是让得赵牧神内心惊骇不已。 虽然那半丈法域显得极为的粗糙，可再粗糙的法域，也不是神府境能够抵挡的！ 那从四面八方席卷而来的恐怖力量，几乎是让得赵牧神险些窒息，体内的源气，也是在此时混乱，暴动起来，法域之内，法域之主便是主宰，虽说周元也没办法做到那种如神邸般的掌控，但搅乱他体内的源气，却是能够做到的。",0
C00771,"[ROW] 
【前文回顾】: 林动似也是知道老人此时心境有些澎湃，手掌轻轻拍了拍林震天的肩膀，轻声道：“爷爷，你们先在林城休整一下，以后的打算，等想想再决定，我先随林穆长老去一趟。” “嗯，多加小心。”林震天欣慰地望着面前比他都要高出一个头的青年，点了点头，和声道。 林动微笑着点了点头，与林啸他们招呼了一声，然后这才转身，那林穆也是一笑，在前引路。 两人行走在庞大无比的林氏宗族内，沿途有着不少的宗族之人将种种奇异的目光投射而来，不过此时，那些目光中，却没了往日的那种高高在上以及嘲讽，经过今天的这场大战，谁还敢小觑这位来自分家的狠人的话，恐怕就真是蠢货一只了。
【前文回顾】: “林动，真是没想到，分家之中，也是能够走出如此优秀的人才。”林穆在前引路，突然偏头笑道。 林动也是笑了笑，不过倒并没有在这上面多说什么，他的秘密，并不想让人知道。 “虽说你以前是分家之人，不过以你的能力，以后在宗族中，也是能够有着相当不低的地位，这是好事，不过也得多加小心，宗族之内，不比分家。”林穆意味深长地道。 林动默默地点了点头，他自然是感觉得出来这宗族的复杂，今日与林琅天交手，更是得罪了他所在的那一派系，那些家伙，想来不会让他太过的安稳。
【当前段落】: 不过对此他也并不惧，只要有实力，任旁人如何暗算，那也是徒劳无功。 给林动略作提醒后，那林穆也就不再多说，领着林动在那犹如迷宫一般的庞大宗族内行走了许久，方才在一座恢弘大厅之前停下，引其而进。 此时的大厅中，已是有着一些人影，这些全部都是林氏宗族之中的长老，有着不低的身份，而在那首位上，正是先前见过面的林氏宗族族长林梵。 “见过族长。”林动上前，对着那林梵拱了拱手。 林梵微笑着点了点头，目光环视一圈，而后停在林动身上，道：“林动，先恭喜你获得此届族会的冠军。”",0
C00743,"[ROW] 
【前文回顾】: 而在这般抵消下，那原本浩荡的金色巨指，也是迅速变得虚幻起来，最终在无数道松气的目光下，缓缓地彻底消散。 将林动金色巨指轻描淡写的解决，那一道身影再度伸出手掌，狠狠地对着血光弹射而去，一圈玄奥的波动从其指尖散发开来，竟直接是将那血光弹射而回，最后原路返回，直接冲回了那“灵轮境”之中，将那与“灵轮境”进入合体状态的林琅天也是给强行打了出来。 天空上的变故，几乎是电光火石，从那一道人影的出现，到解决林动二人的强猛攻势，仅仅只是数个眨眼的时间，待得众人回过神来时，天空上暴动的云层，竟已是缓缓散去，温暖的阳光，再度倾洒下来，让得不少人重重地松了一口气，有种劫后余生的感觉。
【前文回顾】: 林动身悬高空，目光第一时间便是看向了那一道身影，来者一身青袍，看上去约摸中年左右，但那头发，却是黑白交加，显然年龄应该不止表面上所看，其双眉略粗，双目就炯炯，透着一股难掩的威严味道，显然是身处高位之人方才能够具备。 而且，最令得林动心头震动的是，是此人的气息，那种气息，虽然并不强烈，但却是有种让得人喘不过气的感觉，他明白，以他现在的实力，就算是造化境巅峰的强者都无法让得他拥有这种感觉，那么很显然，眼前的人，的的确确是一位货真价实的涅槃境强者！
【当前段落】: 虽说在离开大荒郡时，林动也是遇见过那同为涅槃境的麻衣老人，不过那时候动手，完全是血灵傀，所以他倒并未太过确切的亲身体验涅槃境的强大，所以，在刚刚见到此人竟然能够随手化解他那第四指时，心头方才会极为的震动。 涅槃境，的确不是造化境能够相比！ 那远处，林琅天被直接从“灵轮境”中逼出来，他的面色，依然是有些苍白，面前的“灵轮境”同样是有着一些损伤，不过跟最糟的结果比起来，已是极为良好了。 他看了一眼那现身的青袍中年，虽然面色略有些不太好看，但还是拱手恭声道：“族长。”",0
C00888,"[ROW] 
【前文回顾】: “哈哈，如你所愿。”那阴森的声音顿时大笑起来。 姬玄双目缓缓闭上。 他身体上流淌的鲜血，悄然的止住，原本紊乱的灵力波动，也是在此时逐渐的变得稳定，再然后，那紧闭的双目缓缓睁开，只是那眼瞳中，已经没有了之前的那种扭曲与怨毒，取而代之的，是一种阴森之极的感觉。 他缓缓的站起身来，扭了扭脖子，感受着这具陌生而熟悉的身体，不由得咧嘴笑了起来，道：“终于可以掌控身体了啊...” 他抬起头来，望着牧尘，笑道：“还真是要感谢你呢。”
【前文回顾】: 牧尘眉头微皱的望着此时的姬玄，后者虽然周身没有太强大的灵力波动，但那种眼神却是给予他一种极端危险的感觉，而且此时的姬玄，感觉极其的陌生，跟以往的他完全不同。 “你就是那远古天龙鹰吧？”牧尘缓缓的道。 “你倒是很聪明。”姬玄微微一笑，并没有否认，旋即他笑道：“不过我答应了他，要把你杀了...所以，只能委屈你一下了。” 他话音刚落，牧尘已是一掌拍出，紫焰席卷而出，犹如紫色火焰巨掌，直接是对着姬玄镇压而下。
【当前段落】: “空有一些至尊的力量而已，与真正的至尊，你还差得太远。”姬玄见到牧尘的攻势，却是淡淡一笑，反手拍出，手掌轻飘飘的与那紫色火焰巨掌碰触在一起，然而看似不成比例的对碰，却是在接触的瞬间，那火焰巨掌，立即蹦碎。 战台周围，众人望着这一幕，却是近乎麻木了下来。对于这跌宕起伏的战局，他们表示已经完全看不懂了... 牧尘身形暴退，俊逸面庞上满是凝重之色。现在的“姬玄”与之前几乎截然不同，不仅是力量。而且对于力量的掌控也完全不在一个层次上，显然，对方已经是真正的至尊了。",0
C00348,"[ROW] 
【前文回顾】: 在场中无数道震撼目光中。原本不过一尺多长的七彩吞天蟒。仅仅是片刻时间。便是变幻成了一条体长十来丈左右的庞然大物。 七彩巨蛇悬浮虚空。射着七彩光芒的蛇鳞。若是此时在蛇身下还有着爪的话。就是一条活脱脱的神龙。 随着身体的变大。一股雄浑的能量。也是缓缓自七彩吞天蟒体内满溢而出。让周身空间微起了一些如水波般的涟漪。 巨蛇盘旋天空。庞大的身躯不仅是下方众人。就是萧炎本人。也是有些感到目瞪口呆。没想到那个一直是迷你袖珍型的小东西。居然能够变成这般极其刺激眼球的外形。
【前文回顾】: 忽然变幻这般庞大的七彩吞天蟒也是让云棱吸了一口凉气。脸庞逐渐凝重。偏过对着远处海波东几人的战圈大喝道：“云力。你们暂且拦住海波东。这东西。交给我来对付。云岚执事听令。想尽办法擒住萧炎。” 经过先前的接触。云棱也是模糊摸了一些七彩天蟒的实力。虽然后者也能算是五阶魔兽。不过若真要战斗起来。云棱对自己有着不小的信心。他所修炼的那些高阶斗技。足以让的这头不知底细的古怪魔兽吃尽苦头。 “嘿。没想到萧炎这家伙竟然还隐着这么一头高阶宠物。我竟然一直都不知情。”震的目光缓缓从七彩吞天蟒身移开。海波东忍不住咂嘴赞叹道。
【当前段落】: “云棱。你今日可在你这些晚面前阴沟里翻船了哦。不然的话。那脸可就丢大了啊。”目光再次向脸色凝重的云棱。海波东大笑了一声。旋即背后寒冰翼振动。对着三名严正以待的云岚宗长老暴冲而去。冷笑道：“嘿嘿。既然不用担心那边的事情。|么接下来。便让彻底来试试究竟是你们的融合斗强横。还是老夫的寒冰斗气胜一筹吧。” 眼角瞟了一眼再犹如陨石相撞般战成一团的海波东几人。云棱也是迅速将目光转至远处的七彩吞天蟒。脸色凝重。双掌缓缓伸出袖袍。一股略微有些灰白的斗气。逐现而出。最后覆盖了整条手臂。一眼看上去。宛如是岩石手臂一般。极具硬度。",0
C00438,"[ROW] 
【前文回顾】: “怎么？各位分赃完毕了？”林动转过身，看了一眼这慕雷等人，淡笑道。 “呵呵，不敢不敢，林动小哥还没开口，我们怎敢逾越？”慕雷连忙笑道。 “慕宗主倒是会说话。”林动笑了笑，他望着这群在他面前毕恭毕敬的宗派掌教，一时间思绪也是有着缥缈，半年之前，恐怕这些人没一个人会重视于他，但如今，言谈间，却是充斥着恭敬与忌惮。 短短大半年的时间，林动却是有着翻天覆地的变化，而这一切的变化，都是吞噬祖符所带来的，这天地间的神物，果然是非同凡响。
【前文回顾】: 若是没有吞噬祖符，林动想要在半年内达到半步造化的地步，显然是不可能的事情…… “我对阴傀宗的什么地盘，并不感什么兴趣，甚至，我或许在大荒郡已经停留不了太长的时间，这些东西，最终还是归你们所有。” 听得林动这话，慕雷眼中顿时涌上难以遏制的狂喜之色。 “如今阴傀宗老巢被端，但在大荒郡还有着不少分部，这些残余也是麻烦，我为人不喜给自己找不自在，所以这些麻烦，我希望你们能够帮我清除得干干净净。”林动淡淡地道，阴傀宗分部不少，他不可能一个个的清理过去，如今有大魔门等势力出手，倒是能够帮他完美的解决此事。
【当前段落】: “林动小哥放心，以后这大荒郡，绝对不会出现阴傀宗三个字，而且只要我们一旦听到有对林动小哥不利的消息，定会立刻禀报！”慕雷沉声道。 “另外，此次出手我也消耗不少，这阴傀宗财富庞大，我也懒得搜寻，你们合计着给我两百万纯元丹，便当帮你们收拾了阴傀宗的报酬，如何？”林动微微一笑，轻声道。 “两百万纯元丹？” 听到这个数量，慕雷等人也是惊了一下，眼神微微变幻，旋即便是咬牙点头，道：“好，林动小哥放心，给我们一日时间筹备，一定将两百万纯元丹尽数奉上。”",0
C00611,"[ROW] 
【前文回顾】: “没错，与林琅天大哥相比，他连蝼蚁都不如！” 听得这些骄狂的话语，一旁的一位俏丽女子柳眉却是微微一簇，此女正是林可儿，她此时也是抬起头，美眸望着天空上的那一道身影，她也是没想到，林动竟然真的敢来参加族会。 “这家伙，也太鲁莽了，他难道不知道这一年时间，林琅天大哥的进展究竟有多么的恐怖么？”林可儿玉手轻握了握，眸子中有着焦虑，但却是无可奈何，她知道林琅天对林动很是忌恨，如果今天他不出现的话倒还好，可真要现了身，林琅天绝对不会轻易的绕过他！
【前文回顾】: 林动出场的方式，太过的浩大，甚至，连那角斗场正前方的那一片席位上的各方大势力强者都是将惊异的目光投射了过去，一道道视线，不断地在那一道身影之上扫来扫去。 “果然出现了……” 林琅天手掌端着茶杯，茶水在杯中荡起一圈涟漪，他缓缓抬头，目光漠然地望着那道身影，屈指轻轻一弹，指尖敲打在茶杯上，只见得那茶杯顷刻间化为湮粉，甚至，连里面的茶水，都是在那一道暗劲之下，被震成虚无。 “天堂有路你不走，地狱无门你闯进来，既然来了，那就再尝试一下你父亲当年的那种感觉吧……”
【当前段落】: 那突然间出现在天空上的身影，无疑是在这一刻成为了整个角斗场中最为瞩目的地方，所有的窃窃私语，都是与其相关。 “林动哥！” 下方的场地上，青檀也是笑靥如花地望着天空上出现的那一道熟悉身影，即便是两年时间不见，但那种味道，依然是那么的熟悉。 “你这丫头，我不出手，你就还真不抵抗不成？”林动的身影，缓缓地自半空上落下，目光宠溺地望着那已经出落得亭亭玉立的美丽女孩，不由得笑道。 “嘻嘻，我就猜到林动哥会出来的！”青檀娇笑道，少女的朝气活泼倒是此时尽数展露了出来。",0
C00448,"[ROW] 
【前文回顾】: “你们输了”轻风刮过。山的身影。再,宛如鬼魅般的出现在萧炎面前的半空处。淡淡的道。 嘴角微微抽搐。萧炎呛的一声抽背后玄重尺。遥遥指向云山。一口将嘴中血迹吐出。冷笑道：“还有我呢。” 云山缓缓落下的面。然后在众|注视下。一步步的对着萧炎行去。 的接近过来云山。吞天蟒嘴中出几道尖锐的嘶鸣声。可惜。这却并未使的云山的步伐有所停留。某一刻。当云山越来越近时。吞天蟒巨尾猛然一甩。带起巨大的阴影。对着云山狠狠砸了下来。
【前文回顾】: 那铺天盖的而的阴影。并未让的云山脸色有所变化。不经意的对着上方轻挥了挥手。足七八丈巨大青色能量手印。凭空浮现而出。旋即拍上了吞天蟒的巨尾。其上所蕴含的巨力。竟然直接将吞天蟒的尾巴扇到了另外一个方向。而那尾巴所过之处。十几根参天大树。被拦腰砸断。 “嘶”尾巴上传来的剧痛。再度让吞天-出一阵嘶鸣。嘶鸣声中。蕴含着难以掩饰的痛楚。 淡淡的看了一眼体型庞大的吞天蟒。云山眉头也是微微皱了皱。这个大家伙的抗打能力。远超出了一般的五阶魔兽。
【当前段落】: 蛇瞳泛着赤红。死死的盯着接近的云山。吞天蟒巨嘴一张。七彩液体再度喷出。不过。这一次。云山却是没有半点闪避。闲庭信步的径直从液体中穿过。身体上。竟然是连衣袍。都完好无损 踏动的脚步。缓缓住。云山淡淡的望着面前的萧炎。手掌抬起。然后对着萧炎轻飘飘的落了过去。 死死的盯着那越来近的手掌。萧炎脸色一片涨红。因为他现。在这一自己竟然是动弹不了丝毫身形。 “别反抗了。在云,宗待半年时间吧。我并不会伤害你。不过。你却需要为自己的莽撞。付出一点代价。”望着死命想要挣脱束缚的萧炎。云山平静的道。",0
C00697,"[ROW] 
【前文回顾】: 洛璃那一对琉璃般的眸子，依旧犹如幽潭，没有丝毫的波动，她静静的望着血天河，旋即美目微闭。 就在她双目微闭时，她手中的洛神剑顿时爆发出惊天般的剑吟之声，铺天盖地的剑气散发开来。犹如是遍布了这片天地。 坚硬无比的黄金战台，竟是在此时突兀的出现了一道道深浅不一的痕迹，那些都是被游荡在天地间的剑气所致。 洛璃玉手微抬，手中的洛神剑剑锋，遥遥的锁定血天河。前方的空间仿佛都是有些无法承受这种凌厉剑气，而呈现了一些扭曲之感。
【前文回顾】: 血天河紧紧的盯着洛璃玉手中的那一柄长剑，自那其中散发出来的凌厉剑气，即便是隔着如此远的距离，依旧令得他皮肤刺痛。 身为血神族的皇子，血天河自然是知道这洛神剑的厉害，这可是洛神族内的大杀器，当初此剑在洛璃父亲手中时，不知道血神族内有着多少至尊成了剑下亡魂。 “这等神器虽然厉害，不过以你现在的实力，恐怕根本无法将其力量发挥吧？”血天河冷笑道。 而面对着他的冷笑，洛璃却并未给予任何的回答，只是那微闭的美目陡然睁开，旋即玉手结为剑诀，洛神剑轻刺而出。
【当前段落】: 她一剑虽然刺得轻轻飘飘，但所造成的声势，却是让得无数人为之骇然，只见得那弥漫天地间的凌厉剑气，仿佛直接是在此时凝聚而来，伴随着洛神剑的刺出，化为一柄约莫百丈庞大的剑影，唰的一声，便是撕裂了空间，出现在了血天河面前。 地面之上，伴随着那一道剑影的掠出，直接是被撕裂出一道深深的痕迹，痕迹的边缘，光滑如镜，令人心悸。 血天河见到那暴刺而来的剑影，眼中也是一片凝重，不论他嘴上说得如何，但对于洛璃，他的心中无疑是充满着忌惮。",1
C00390,"[ROW] 
【前文回顾】: 说到此处，温清璇戏谑的道：“怎么样？你没做到的事情，洛璃却是做到了，有没有感觉很受打击啊？” 牧尘望着院牌，片刻后微微一笑，道：“打击倒不至于，以洛璃的天赋，本来就该很耀眼，我可并没有要求她要在我的身边收敛着四射的光芒。” “或许她也知道自己的耀眼，所以自从来到北苍灵院后，她一直都是尽力的收敛着这种光芒，只是静静的站在我的身后，不过，有时候我却希望她能随心所欲的展现自己。” 温清璇望着眼神在此时变得格外柔软的牧尘，她能够感觉得出来牧尘言语间对洛璃的那种深深的感情，当即沉默了一下，道：“她收敛着光芒，何尝不是为了顾忌你的感受，她并不想因此而给你带来更多的麻烦。”
【前文回顾】: 牧尘轻轻点头，他抬起头，望着那从树林缝隙间射将下来的一道光柱，伸出手掌来，将其穿过，低沉的声音中，却是在此时带上了一些让人动容的坚毅与自信。 “我知道她有着多么的耀眼，或许在以后，我们之间还会横亘着更为强大的身影，不过...不论如何，我都不会放弃，因为我曾经答应过她，终有一天，我也会成为那盖世强者，那时候，将再没有人能够阻挡着我牵起她的手！” 少年低沉而淡淡的声音在林间传开，却是令得温清璇轻轻的怔了下来，她抬起俏脸，望着眼前那拥有着修长身子，俊逸面庞的少年，阳光照耀在他的身体上，令得他覆盖了一层光弧，他的眼眸之中，没有任何的犹豫与畏惧，犹如披荆斩棘的勇士，一往无前，永远不会为之后悔与迟疑。
【当前段落】: “盖世强者...” 温清璇纤细的玉指，轻轻的拨弄着青丝，喃喃自语，眼神略显复杂，这个世界上天才实在是太多太多了，但最终能够真正成为盖世强者，震慑大千世界的人，最终又能有多少？ 只是，眼前少年那坚毅的目光，却是令得她心中微微的触动，略微有点小发呆，再然后她就是感觉到牧尘的目光望过来，停留在她的脸颊上。 温清璇立即清醒过来，当即那倾国倾城般的容颜上便是有着一抹罕见的羞涩绯红浮现，连忙避开牧尘的目光，接着红润小嘴一撇，道：“还想成为盖世强者呢，等你能够先把姬玄打败了再说吧，那个家伙，可并不简单。”",0
C00885,"[ROW] 
【前文回顾】: 不过还不待他指风落下，牧尘的掌风，已是先一步的重重落在他的胸膛。只听得一道低沉闷声响起，姬玄胸膛仿佛都是微微塌陷，一口鲜血狂喷而出，身体再度狼狈倒飞。 他的身体尚还处于半空中。牧尘那鬼魅的身影，已是再度出现在面前，少年俊逸的面庞显得格外的冷漠，又是一拳重重的轰击而下，拳头之上。紫焰涌动，那种高温，令得空间都是剧烈的扭曲下来。 牧尘的拳头，毫不留情的落在了姬玄身体上，高温肆虐。后者的身体瞬间赤红，仿佛是要燃烧起来一般。
【前文回顾】: 又是一口鲜血喷出，姬玄身体狠狠的射进下方崩塌的战台中，他躺在其中，浑身鲜血直流，那张原本英俊的面庞，在此时变得极端的扭曲与可怖。 他死死的望着天空上的牧尘，眼中的怨毒犹如是要将其吞噬一般，他颤抖着身体，喃喃道：“怎么可能...他怎么可能拥有这么强大的力量！” 原本胜利已经在望，但谁能料到，又出现了这种让人难以置信的变故。 “这种力量也并不属于他，而且他肉身比你强悍，所能够承受的力量也远比你更强。”一道阴凉的声音，在姬玄的心中响起：“你即便借助了我的力量，也不过勉强达到一品至尊而已，而他却是能够拥有着二品至尊的力量，你当然不可能和他抗衡。”
【当前段落】: “我要杀了他，我要杀了他！”姬玄眼睛赤红。 “可以，肉身让我来操控，杀他易如反掌。”那道阴冷的声音笑道，其中有着阴谋之意。 姬玄咬了咬牙，如果是在平时，以他的心机自然不会答应这种事情，可此时当他见到天空上漠然望着他的牧尘，心中的怨毒便是疯狂的涌出来，甚至侵蚀了他的理智，原本他应该站在那里接受万众的欢呼，而不是犹如死狗一般躺在这里。 他绝对不能输给牧尘！ 他说了，一定会将他踩在脚下！ “给我杀了他！”姬玄颤抖着，声音怨毒。",0
