book,chapter,paragragh,tag
万相,第五百六十九章 斩杀,随着这团诡异的眼球血肉暴露出来，只见得一旁手持着杆子的老妪身躯顿时融化开来，迅速的化为一滩黑色的液体。显然，这团眼球血肉，才是“惑心异类”真正的本体。看得出来，这“惑心异类”的本体并不具备着强大的力量，一旦真正的暴露，它的实力，或许也就相当于普通的赤蚀级异类。所以当暴露之后，“惑心异类”只能对李洛投去怨毒至极的目光，然后它竟是从杆子上面跳了下来，化为一道血光，自大街上穿梭而过，竟是打算逃窜了。“想走？”李洛冷笑，反手掏出了“光隼弓”，弓弦拉满，下一瞬，一道光流带着尖锐的破风声撕裂了长街上的空气，一闪之下，便是将那团血肉死死的钉在了地板上。叽叽！“惑心异类”爆发出凄厉的叫声，疯狂的挣扎。然后李洛却是不为所动，继续拉弓，一支支流光箭矢不断的暴射而出，将那“惑心异类”插成了刺猬，而伴随着一支支光矢的射来，这只“惑心异类”终于是承受不住，最终噗的一声，爆碎开来，化为满地腥臭的黑色浆液。就当“惑心异类”爆碎的那一瞬，这大街上那些原本凶神恶煞冲来的污染者顿时犹如凝滞了一般，就这样凝固在街道上，动也不动，如同一座座人形雕像，看上去颇为诡异,1
万相,第五百八十八章 一刀,“难怪此前那宫神钧对此刀垂涎万分，原来在这柄刀的深处，还隐藏着一位王级强者所留的印记。”李洛深吸一口气，眼神炽热，此前的他无法发现这道王者印记，想来应该是自身实力不够，按照他的推测，这道印记，唯有达到天相境的实力，才能够将其触发。有这道印记在身，金玉玄象刀的威能将会提升一个很大的档次。而眼下，它也将会是一道大杀器。李洛五指缓缓紧握刀柄，然后森冷的目光投向了赤甲将。他只有一刀的机会。不过有了金玉玄象刀内的“王者印记”相助，一刀足矣。一念至此，李洛不再犹豫，他一步踏出，顿时滔天般的血红能量呼啸而来，直接灌注进入手中玄象刀内，刀身剧烈震动起来，有嘹亮刺耳的刀鸣声响彻而起，只见得一道道百丈刀芒自刀身中迸射而出，刀光卷动，连虚空都被切割开了一道道幽黑深邃的痕迹。他面无表情，径直一刀斩出。血红刀芒于刀刃之前急速凝聚，短短数息之后，只见得一道数百丈庞大的刀轮成形，刀轮疯狂的旋转，散发着难以形容的切割力，刀轮震动，那刺耳的刀鸣声，响彻百里之地。,1
万相,第633章 黑龙冥水旗,郗婵导师秀眉微蹙，道：“李洛，这几部封侯术，以我的眼光来看，最适合你的，应该是之前那部“芥子木界”，你自身拥有木相与水相，而水相也能与木相形成相扶相持之感，若是修行此术，那掌心万木之界将会格外茂盛，充斥生机，一旦修成，威力不俗。”看得出来，郗婵导师是真苦口婆心，不想让李洛做出错误的选择，耽搁他修行的时间以及此次极为难得的机会。李洛无奈的叹了一口气，道：“导师，这是你逼我的，接下来你所看见的，希望你先帮我保密，毕竟我不想我的光芒太过的耀眼，以至于让学府有史以来所有的学员都黯淡无光。”这狂得简直要上天的话听得郗婵导师银牙都是轻轻的咬了咬，而后她双臂抱胸，眸光清冷的注视着李洛，倒是想要看看这家伙究竟在搞什么名堂。李洛则是心念一动，下一刻，一道相力自他的体内缓缓的升起，那道相力散发着特殊的威压，而后相力在他的身躯外凝聚，渐渐的化为了一道虚幻的龙影。吼！低沉的龙吟声，似是响起。然后郗婵导师那清冷如秋水般的眼眸便是在此时一点点瞪圆。这一刻，饶是以郗婵导师这见过大风大浪的阅历，都是震惊了。“龙，龙相？！”她震惊的失声。“你怎么会拥有龙相的？！”她疾声问道。,1
万相,第八百零九章 四十层,而后，两头煞魔首领如狼入羊群，直接展开了杀戮。可奇怪的是，随着它们的攻击扫过，那些盘坐在地的八千旗众，竟是渐渐的变得虚化了起来。这一幕，让得两头煞魔首领愣了愣。“蠢货，只是幻影而已。”高空上，传来了李洛冷笑的声音，原来青冥旗旗众的位置，早已被他以水相之力所形成的折射幻影所隐藏，这两头煞魔首领找到的，只是幻象而已。吼！伴随着李洛声音的落下，有龙吟声随之响起，只见得虚空破碎，一条黑龙驾御着漆黑的黑水破空而出，然后将两头煞魔首领淹没。待得黑水消散时，这两头实力堪比虚侯境的煞魔首领，便是直接被消融而去。短短片刻间的交锋，五头煞魔首领，三头受创，两头减员。李洛见到这一幕，内心松了一口气，但手下力度却是丝毫不减，直接是驱使着磅礴的能量，酝酿出一波波的攻势，开始对着剩下的三头煞魔首领席卷而去。而在李洛的攻势下，三头煞魔首领也是渐渐的显露出劣势，最终，当李洛以最后的力量施展出天龙雷息以及黑龙冥水旗的攻势时，三头煞魔首领，彻彻底底的被击溃了。,1
万相,第八百五十三章 越级突破,待得第二日晨辉撕破云层倾洒而下时，修炼室中的李洛缓缓睁开了双目，他的眼中有刺眼的金光流动，而后又是渐渐的收敛下去。一股强悍的能量波动如潮水般自他的体内扩散出来，那股澎湃之感，令得李洛内心激荡不已。他感应着体内，此时三座相宫皆是在绽放着光彩，一股隐隐的鼓胀感，自其中散发出来。这是因为三座相宫，已经抵达了容纳的极限。此时这三座相宫内，拥有着足足三万五千道地煞玄光！这是极为惊人的成就。按照常理来说，就算是拥有着九品相的天骄，在这大煞宫境巅峰时，所能够修出的地煞玄光，恐怕也不会超过两万道。但李洛，却是凭借着三座相宫的优势，生生的搞出了三万五千道。对此，李洛不敢说自己是前无古人，后无来者，但在他的认知中，应该是没人比他更强吧？,1
万相,第九百零一章 墨玉树龙,这并非结束，李洛那如琉璃般的身躯表面，有玄妙的光纹在此时绽放出光彩，那光纹之中似乎是散发出极其炽热，滚烫的能量，在这股能量的加持下，李洛身躯宛如是一座熔炉，肉身在此时仿佛被增强到了一种极为惊人的强度。此时的李洛，仿佛一尊琉璃神像，他一步踏出，身影直接是出现在了三柄灵刀之前，然后五指紧握成拳，直接在那众多震惊目光中，一拳轰出。轰！滚滚气浪排山倒海一般的倾泻开来，引得四方云动，音爆之声，更是在整座山头回荡不休。拳光呼啸，直接与三柄灵刀相撞。撞击，仅仅持续了一瞬，然后在场数万旗众便是心头一震的听见到了一种破碎之声。只见那半空中，三柄灵刀之上的裂纹急速的扩大，最后轰然一声，爆碎成了漫天锋利的金色光点。只不过这些光点冲击到李洛那如琉璃般的身躯上时，却是仅仅留下了诸多白点。这一幕，直接是引得原本喧嚣不断的广场四周，陷入了一片死寂之中。,1
万相,第九百四十二章领头人,李武元双目虚眯了一下，眼神如锋利刀刃般的盯着李洛面庞看了数息，淡笑道：“李洛师弟，就这么没规矩吗？二十旗从规格来说，也算是天龙五卫的下级。”李洛想了想，从空间球掏出了一枚青冥院大院主的令牌，同时露出温和的笑容，道：“不好意思，我同时还兼任青冥院大院主，虽然是暂代，但是如果你要说身份规格，那么就请你不要叫我师弟了，直接叫我大院主吧。”场中气氛顿时一滞，众人面色奇特的望着李洛手中那代表着青冥院大院主身份的令牌，在各脉之中，各院大院主位高权重，与这等身份相比起来，莫说是李武元，就算是天龙五卫中的各大统领，都不敢对李洛摆身份。只是...这李洛才只是极煞境的实力，那李惊蛰脉首怎么就将青冥院大院主的令牌都给了他？而且还让他暂代青冥院大院主之位？这是...何等的儿戏？但是李惊蛰才是龙牙脉的脉首，他的决议，就算是龙血脉的李天玑脉首也无法责其更改。所以，望着李洛手中的令牌，所有人都只能默默的吞了一口口水。“本来是要以普通的身份和你们相处，可是你却硬要给我讲身份规格，这样一来，你让我怎么好融入大家？”李洛有些不满的感叹道。李武元脸庞上的神情略微有些僵硬，他是万万没想到，李洛竟然还能有这么一重正式的身份，这龙牙脉行事都是如此的随心所欲吗？那位李惊蛰脉首，未免也太宠溺李洛了。,1
万相,第九百八十三章 一箭灭魔,他们的视线透过火焰，能够看见李洛那全身烧焦的皮肤，当即皆是明白，李洛在催动这恐怖的一箭时，自身也是在遭受反噬。李洛眼神没有波澜，他注视着远处半空中的“蚀灵真魔”，那焦黑的手指毫不犹豫的松开了弓弦。恐怖的力量在此时被释放，李洛双指血肉瞬间崩碎，露出了森森白骨。但随着弓弦的松开，那被束缚的“金色火焰箭矢”则是在这一瞬轰爆了虚空，一层层云爆于其后方成形，金色的火光犹如金乌划过天际，金光倾洒而下时，将那弥漫的魔雾迅速的焚烧，化为虚无。金色火焰箭矢速度极快，在场众人即便是强如秦鹰等人，都仅仅只能见到一道金光掠过天际。待得再度回神时，那弥漫着熊熊金色火焰，仿佛张牙舞爪的金色火龙般的箭矢，已经狠狠的射在了那流淌着鲜血的人皮面孔之上。熊！那一瞬间，金色火焰席卷，整片天际仿佛都被点燃。人皮面孔发出凄厉的惨叫声，直接以惊人的速度被焚烧殆尽，而后金色火焰箭矢将其洞穿，射向了位于后方的“蚀灵真魔”。蚀灵真魔尖啸不断的响起，那巨掌拍出，化为无数道黑影，似乎想将火焰箭矢阻拦。砰！但那流淌着金色火焰的箭矢却是以势如破竹之势，轻易的撕碎了蚀灵真魔所有的防御，最终在那诸多震惊的目光中，射进了蚀灵真魔本体之中。,1
万相,第九百八十六章 江晚渔,试试你的水准！”江晚渔性格仿佛如其相性一般，风风火火，她话音刚落，身影便是对着李洛暴射而去，手中玉尺挥动，对着面前虚空陡然划下。虚空在此时陡然出现了一道裂痕，下一刻，似是有震耳欲聋的龙吟声响彻而起，只见得一条燃烧着熊熊烈焰的火龙，猛的自虚空中冲撞而出，裹挟着滔天烈焰，以一种无比霸道的姿态，对着李洛呼啸而去。李洛见到江晚渔所施展出来的这道封侯术，却是忍不住的发呆了一息，因为此术对于他而言，属实是太过的熟悉了。旋即李洛清醒过来，嘴角有着一抹笑意浮现。他单手结印，体内相力喷薄而出，同时一刀斩下。虚空裂开缝隙，只见得海水奔涌的声音响起，一条黑龙驾驭着森寒冥水，也是撞破虚空而现，最后直接与那赤红火龙相撞。轰！两者撞击在一起，顿时弥漫着漫天的高温水雾，两股属性不同的力量彼此侵蚀，消融。如此好半晌后，余波方才渐渐的消退。李洛收刀而立，他看向那江晚渔，此时后者那冷傲的俏脸却是充满了震惊之色，她难以置信的望着李洛，失声道：“黑龙冥水旗？！你怎么会我天元古学府的封侯术！”,1
万相,第九百九十一章 百兽魔神体,哈哈，李洛，你果真只是从外神州那等偏隅之地回来的乡巴佬，一道通灵级封侯术，却被你视为倚仗。”赵神将狞笑出声，他那青色龙拳陡然紧握，然后就这样平淡的一拳轰出。吼！然而这看似简单的一拳，却仿佛是将前方的虚空都是生生的炸碎，只见得空间仿佛是在此时呈现崩塌般的迹象，一股恐怖的力量直接轰在了那驾驭着冥水的黑龙身躯上。砰！黑龙庞大的身躯瞬间破碎开来，化为漫天光点。正如江晚渔所料，通灵级别的黑龙冥水旗，对于现在的赵神将，毫无威胁。然而李洛的神色却是颇为的平淡，其嘴角在此时微微勾起一抹诡异的弧度，同时单手结出了一道印法。当其印法形成的那一瞬，躯体破碎大半的黑龙突然张开了龙嘴，一道黑色龙息对着赵神将喷了过去。赵神将冷笑，刚欲懒得理会这种攻势，但他的身体却是在此时爆发出了剧烈的刺痛，那是一种近乎面临死亡般的预警。赵神将背心瞬间被冷汗所充斥，他眼瞳中倒映着那喷来的黑色龙息，在这个时候，他终于是感应到，眼前那看似普通的黑色龙息深处，仿佛是蕴藏着一道极为恐怖的波动。那道波动，连他的“百兽魔神体”，都是难以承受。李洛这个贱人，竟然以一道通灵级封侯术麻痹他，然后将真正的杀招，藏于其中！,1
万相,第一千零三十章 一刀枭首,“腌东西，不要顶着灵净堂姐的模样！”他低吼一声，刀光猛然斩下，而在斩下的那一瞬，他心念一动，体内那众相龙牙剑阵中，水，木龙牙剑皆是爆发出剑吟声，两道霸道到极致的剑气倾泻而出，融入刀光之中。而后刀光落下，与九指骨掌相撞。嗤！碰撞瞬间，没有任何惊天之声，唯有刀光悄然划过的声音，刀光掠过，如炽热刀锋划过热油。李洛的身影如鬼魅般的出现在了“李灵净”身后，他眼中杀意渐渐的消退。直刀缓缓入鞘。而身后的“李灵净”，九指骨掌在此时陡然破裂，而其脖颈处，似是出现了一道血线，血线处，有两股霸道剑气疯狂肆虐，短短数息，“李灵净”的身体便是砰然爆碎，化为满地蠕动血虫，继而化为血气纷纷消散。李洛深深的吐了一口气，身躯上流淌着的凶煞能量尽数褪去。斩杀这“李灵净”后，李洛方才转身，看向秦漪，然后发现后者此时正怔怔的瞧着他，似是也被他那干脆利落的惊艳一刀所惊。,1
万相,第一千零七十九章 一刀斩之,然而，那王焘的眼中，却是在此时有着一抹惊恐之色涌现出来，因为他发现，在两股力量碰撞的时候，他的剑光，几乎是在以一种难以想象的速度溃败，消融。“不可能！”王焘骇然失声。他堂堂七星天珠境，怎么可能在正面的对碰中，竟会被李洛摧枯拉朽的击溃？！然而，事实再残酷，那也是事实。黑龙咆哮，释放着恐怖之威，锋利的龙爪贯穿而下，连带着虚空，将那如猛虎般的剑光，尽数的撕碎。黑龙呼啸而来，裹挟着森寒之气，撞向了王焘。王焘只来得及爆发所有相力，于身前形成防护。轰！能量风暴肆虐席卷。王焘身前的相力防御几乎是顷刻间崩碎，黑龙贯穿而过，在那地面之上，留下了一道约莫千丈的深深痕迹。李洛站在原地，驻刀而立。他看了一眼前方那满脸残留着难以置信与惊骇之色，缓缓倒塌下去的王焘。砰！王焘倒下的声音，在这寂静的氛围中，分外的刺耳。,1
万相,第一千零八十四章败陈玄,而陈玄的欣喜，也是落入到了李洛敏锐的注视中，当即他脸庞上忍不住的浮现出一抹笑容。下一刻，他屈指一点。吼！黑龙咆哮，龙嘴陡然张开，只见得漆黑冰寒的龙息呼啸而下，直接对着那青色羽翅轰去。陈玄见状，也是立即反击，伴随着其印法变幻，青色羽翅之上飞出无数道凌厉锋锐的青光，与龙息相撞。轰！两者撞击的瞬间，龙息被轻易的撕裂开来。可就是在龙息被撕裂的那一瞬，陈玄还来不及松口气，他浑身汗毛便是在这一刻陡然间倒竖起来。因为他感觉到了一股极为可怕的波动自那龙息中涌现。陈玄目光急忙投射而去，便是见到在那龙息深处，一柄湛蓝色，略带着弯曲弧度的龙牙剑静静悬浮，下一瞬，龙牙剑伴随着龙息余波落了下来。嗡！天地间，似是有龙吟与剑啸声，融合在了一起。那柄龙牙剑的速度太快了，陈玄心头有无尽寒气升起，他催动巨大的青色羽翅迎上，同时他脚下似是踩着狂风，以一种惊人的速度暴退。咻！一抹湛蓝的剑光，划过天际。青色羽翅在接触的瞬间，直接被一分为二，甚至连下方的群山间，都是出现了一道深不见底的剑痕。轰！剑光划过，那暴退的陈玄瞬间被追上，此时的他，亡魂皆冒，他难以想象，那道剑光为何会凌厉到这种程度。此时，他的瞳孔中倒映着那仿佛能够无视空间距离的剑光，他心头涌上了浓浓的惊骇之意。,1
万相,第一千零八十八章 化龙！三龙牙！,而在莫云心中祈祷的时候，李洛同样是见到了三人倾尽全力爆发的攻势，那等威势，的确是不容小觑。不过李洛也并没有过多的理会，他的心神尽数的投注到了头顶的剑阵之中。两柄龙牙剑已现，但李洛却并未就此停止。呼。他深吸一口气，体内雄浑相力源源不断的流失，而与此同时，在那剑阵内，突然有一点亮光涌现。那亮光极为的明亮夺目，犹如是太阳之火，散发着神圣之意。一缕缕圣洁的力量在凝聚，隐隐的，形成了一道极为模糊与虚幻的龙牙剑。这一柄龙牙剑，其上流转着无尽的光明，耀眼璀璨。剑光若隐若无的流转，仿佛是圣洁火焰所化。这是李洛所凝炼的第三柄龙牙剑。光明龙牙剑！以光明相和龙相之力凝炼所成。只不过这柄光明龙牙剑明显还不算是完全凝成，毕竟李洛的光明相只是辅相，论起相力强度自然是远不及水相，木相这两道主相。但即便只是半成品，眼下在“众相龙牙剑阵”的加持下，依旧能够将其威能推动到一个恐怖的程度。李洛双手合拢，印法变幻。嗡！三道滔天剑光，陡然自三柄龙牙剑体内爆发而出，最后随着众相龙牙剑阵的推动，三道剑光凝结在了一起。只见一片磅礴的星河剑光于剑阵内流淌，那剑光内仿佛是有着无数的晶尘，剑光流动时，仿佛是一条古老的巨龙在无垠的宇宙中游荡。一股无法形容的凌厉之威散发出来，虚空在此时不断的被割裂出破碎的痕迹。,1
万相,第一千零八十九章 我拒绝,“李洛，如今你已经将另外两座圣学府都淘汰了，而一等名额有两个，所以你没必要再出手了！”“那两个名额，完全可以由我们两方各取一个！”高虚瀚连忙说道。此时的他，再没了先前的气势，因为现在的他就是待宰的鱼，只是取决李洛何时下刀。虽说高虚瀚也看得出来李洛已经油尽灯枯，但他这里更惨，几乎动弹不得。李洛的脚步微微一顿，似是面露思索之色。现在的场中，只有他们两个学府的代表，从某种意义而言，他们的确不用再打了。高虚瀚见到李洛停下脚步，顿时大喜，继续道：“李洛，多个朋友多条路，没必要赶尽杀绝啊！”李洛笑了起来，而就在高虚瀚欣喜若狂的时候，他却再度拖着龙象刀走了过来，然后站在后者的身旁。“你的提议很有趣。”李洛冲着高虚瀚露出灿烂的笑容。“但是我突然记起来，你们学府的导师，前些天还威胁了我的导师，试图抢夺我们圣玄星学府的资格。”“所以很遗憾...”李洛缓缓的举起手中的龙象刀。“你的提议，我拒绝。”,1
万相,第九百九十八章 三星天珠,众多视线投射而去，只见得李洛头顶处，有幽深的煞罡冲天而起，那煞罡散发着锋锐凌厉，连云层都是被割裂。有哗然声在此时爆发。而哗然的原因，是因为那从李洛头顶爆发出来的煞罡，竟然达到了九十九丈！此为极煞境的极致！正如李灵净的九星天珠乃是天珠境的极致，这九十九丈煞罡，也同样是极煞境的极致！在那众多视线的注视下，九十九丈煞罡吞吐不定，下一瞬，幽深煞罡开始迅速的回落，或者说，压缩。短短数息，九十九丈煞罡化为了一道幽深的光团，光团之内，磅礴的能量在一次次的压缩下，爆发出极为可怕的波动。而后，在众目睽睽下，这道由煞罡压缩而成的幽深光团迅速的分裂成了三颗小型光团。光团迅速的压缩，最终有夺目的光彩从中绽放出来，三颗耀眼如星辰般的光珠，缓缓的悬浮在了李洛的身后。他那紧闭的双目陡然睁开，眼中有锐利之色迸射而出。李洛体内散发出来的相力波动，也是在这一刻，迎来了翻天覆地般的暴涨。在其身后，三颗刚刚成形的天珠缓缓运转，犹如饥饿许久的幼兽，疯狂的吞吐着天地能量。而此时，金露台上，一道道目光呆滞的望着李洛身后那三颗璀璨天珠。这李洛，竟然在刚刚突破天珠境时，便是凝炼出了三颗天珠？！这家伙，究竟在天珠境前，积累了何等惊人的底蕴？！,1
万相,第一千一百三十一章 收割机,李洛眼尖，在那赤红飘带上，发现了一枚紫眼痕迹。这只是一件单紫眼的宝具，这对于李红柚这名天星院第十席的天骄学员来说，倒是显得有点寒碜。李红柚察觉到李洛的目光，有点不好意思的道：我的资源都用来修炼了，而且我的相力属性本就不善争斗，所以就没有准备更好的宝具。李洛心中感慨，李红柚的父亲虽然是龙血脉高层，但她自小离开，并没有享受到多少这个身份带来的资源，而其母亲带着她相依为命，能够将她送进天元古学府或许已是尽了最大的能力，所以在修行条件这一点上面，李红柚想来算是颇为的拮据。与其相比，李洛这身怀两件三紫眼宝具的身家，在同等级的天骄间，恐怕妥妥的碾压。即便当初洛岚府风雨飘摇，父母失踪后，姜青娥也是尽可能保证李洛最好的修炼资源，更别提来了龙牙脉后由洛岚府少主进阶成了龙牙脉三少爷，那各种顶尖的修炼资源，封侯术，灵水奇光以及宝具就没缺少过。唉，这该死的与生俱来的身份，一点都没有努力奋斗的快感。等去了龙牙卫，我想办法给你搞一个三紫眼宝具。李洛大包大揽的说道，李红柚光是身怀的特殊相性，就足够他下本钱去拉拢，未来进了龙牙卫，这可是他的得力干将，自然不能亏待。,1
万相,第一千一百三十五章 双重异毒与大血毒术,可岳脂玉那边，即便以一人之力抗衡两头大恶魈，依旧是占据一点上风。如果李洛再插一手，那么岳脂玉就能够以雷霆之势结束战斗，那时她就能够腾出手来，彻底改变战局。“红柚学姐，再多坚持一会。”李洛轻声自语，然后身后九颗天珠陡然嗡鸣震动，绽放出如星辰般的光泽。手指松开，弓弦炸响。咻！一抹黑光暴射而出，前方的虚空都是在此时被撕裂，磅礴的毒气不加掩饰的肆虐开来，宛如一条捆缚多年的狰狞毒蟒，脱困而出。毒光几乎是在霎那间，就已是在那众多惊愕的目光中呼啸而过，然后直接贯穿了那正在与岳脂玉交锋的一头大恶魈的身躯。那一瞬，场中的气氛仿佛都是为之一静。所有人都是死死的盯着那中箭的大恶魈，他们不知道李洛这一箭，究竟是否具备足够的杀伤力？吼！而在众人的注视下，那一头通体血红的大恶魈低头看着胸膛上的黑色伤口，面庞上的“恶”字狰狞扭曲，下一刻，黑色毒光以肉眼可见的速度自大恶魈硕大的身躯上面蔓延而开，所过之处，即便是那恶念之气，都被侵染。短短瞬息，大恶魈通体转黑，它要摇摇晃晃的踏前两步，试图对着岳脂玉发动最疯狂的攻击，但手爪刚刚抬起，庞大的身躯就化为一滩毒水，轰然洒落。毒水四溅，岳脂玉矫健后退，她清亮的眸子望着这一幕，则是有着浓郁的愕然之色浮现出来。,1
万相,第一千一百三十六章 破局,所以李洛突然出手帮她斩杀了一头大恶魈，这算是缓解了她的压力，才令得她此时可以腾出手来破局。岳脂玉眸光扫向李洛那边，她望着后者此时浑身缭绕毒气的模样，眉头微挑了一下，这李洛的手段底牌的确是令人惊诧，听闻他还有一手精兽外力，只不过受限眼下的环境不能施展，倒是没想到，除此之外，这一发“毒箭”，也是相当的震撼人心。“倒是有些本事。”岳脂玉自语了一声，虽说她性格娇蛮高傲，但李洛这以九星天珠境的实力斩杀大恶魈的手段，即便是她都忍不住的高看一眼。这姜青娥的未婚夫，除了因为院级原因实力稍差一些外，但这手段本事，的确算得上是厉害。最起码，岳脂玉自诩如果是在天珠境时，恐怕是做不到这份战绩的。,1
万相,第一千一百三十九章 阵破，七星,"红柚学姐，你怎么知道这片“悟灵荷”藏着灵荷玄精？”李洛惊讶的问道，李红柚显然早就洞悉了这一点，所以才会指引他放弃中央位置那些高年份的“悟灵荷”，转而选择了外围这种不起眼的悟灵荷。李红柚微微一笑，道：“我自身的相性与这种天材地宝颇有些契合，所以先前隐约感觉到这一片“悟灵荷”内蕴含的灵气有些独特，所以才打算让你试一试。”李洛竖起大拇指,感情李红柚这相性，还带着寻宝特效。那岳脂玉眼神在李洛与李红柚身上转了一下，突然嘴角浮现出一抹怪异的笑意，道：“李红柚，你既然猜到了这片“悟灵荷”有可能躲着“灵荷玄精”，竟然会主动告知李洛？你自己取了不是更好么，还是说，你们之间的感情已经深厚到可以无视这种宝贝的地步了？”“我可是要提醒你，李洛可是有未婚妻的，而且他那未婚妻可凶悍了，若是回头遇见，你怕是会很难收场。”李洛嘴角抽搐，这岳脂玉虽然是提醒的模样，但那言语间看热闹的味道几乎是要满溢出来了。李红柚倒是没什么情绪波动，因为她与李洛间本就不是岳脂玉以为的那样。“这“灵荷玄精”对我用处不大，你会比我更需要它。”李红柚对着李洛说道，她知道李洛试图冲击九星天珠境的野心。",1
万相,第一千一百四十二章 天珠之极,在此前，已有两名真印级的学员被其击伤，还有一名虚印级学员，被其扭断了身形，然后将鲜血倾洒到其脸庞上，那里狰狞扭曲的“恶”字如同血盆大口一般，将那些鲜血尽数的吞下。它发出了尖啸声，身影化为道道残影，直扑李洛。“李洛，小心，它冲你去了！”两名负责缠住这头顶尖恶魈的真印级学员见状，面色顿时一变，厉声提醒道。同时他们也是身影暴射而出，试图阻拦。然而李洛却并没有退后，他缓缓的抬起手中流转着寒光的龙象刀，脚尖落下，脚腕微曲，地面瞬间崩裂。其身影暴射而出。体内的力量在此时澎湃到了极致。身后天珠疯狂的旋转起来，仿佛是形成了一道明亮光环。三座相宫发出雷鸣震动。李洛刀光之上，有狂暴雷霆跳跃而上，同时双相之力的标志性光环也是浮现出来，刀光斩下，虚空顿时裂开一道缝隙。其内有无边雷光呼啸而出，雷光之中，一个庞大的龙首显露出来，威武狰狞，獠牙利齿间流淌着雷光。这是...银龙天雷旗！在这状态近乎完美的时刻，李洛终于是将这一道封侯术修炼而成，而且因为是巅峰突破的缘故，其中蕴含的相力，比以往任何一次都要显得强横。雷龙与刀光裹挟，直接是在下一瞬，与那头顶级恶魈轰撞在了一起。那惊人的能量波动，引得附近一些大天相境的学员都是眼露惊愕，一道道视线不断的投射而来。,1
万相,第一千一百四十五章 双龙之威,一个九星天珠境，面对着两名大天相境，不仅不逃，还敢抱着率先斩杀一人的想法？！而被李洛针对的那名黑棺人，此时望着那贯穿虚空而来的两道龙形洪流，心中也是升起了强烈的警兆。“好小子，还真是小瞧了你，不过你以为我们是这么好杀的吗？！”那黑棺人露出狠戾之色，双手结印：“异化！”所谓异化，便是他们这些人最强的手段，以黑棺之内培育的异类与自身形成融合，那时自身实力将会获得全面性的提升。轰轰！那悬浮在黑棺人身后丈许距离的黑棺此时剧烈的震动起来，不过很快的那黑棺人眼神就变得惊骇起来。因为他发现不管黑棺怎么震动，那棺盖都未曾开启，其中的异类也没有钻出来与他融合。“怎么回事？！”黑棺人惊骇欲绝。但此时他连回头看黑棺的时间都没有了，因为两道龙形封侯术已是裹挟着毁灭之威倾泻而来。于是黑棺人只能一声咆哮，漆黑的冰寒能量自其体内滚滚而出，仿佛是一条充满污秽的漆黑冰河。轰！两道龙形封侯术与那漆黑冰河相撞，狂暴的能量冲击波一波波的扩散开来，将虚空震得不断扭曲。但李洛这一道攻势，却并没有这么容易被阻拦。双龙蛮横的撞过，直接是撞碎漆黑冰河，然后在那黑棺人骇然的目光中，自其脖颈间冲刷而过。下一刻，黑棺人感觉到自己似乎是飞了起来，他视线下移，却是见到一具无头身躯站在原地。他的脑袋，被砍飞了。,1
万相,第一千一百四十六章 你以为真是侥幸？,灰黑的煞光自眼球中喷射而出，其内蕴含着森森死气，似是只要沾染，便是会被磨灭生机。煞光席卷，将两道龙息抵挡而下，同时煞光迅速的侵蚀着龙息。短短片刻，龙息便是接近枯竭。不过，也就是在此时，变故陡生。只见那即将枯竭的龙息中，竟是有两道黑色气息暴射而出，黑色气息一出现，便是散发出了剧烈刺鼻的味道，光是闻着就令人脑海晕眩，显然是蕴含着极为恐怖的毒意。而这，正是李洛以“大血毒术”转化的毒光！毒光极为的霸道，直接是将黑棺人那灰黑煞光消融，然后对着后者卷去。毒光一落到黑棺人身躯上，只见得他身躯表面布满的黑色血肉疙瘩便是开始出现腐蚀，融化的迹象。黑棺人面色剧变，心中也升起了一些危险气息，而后一声咆哮，那些血肉疙瘩一阵蠕动，然后有数只眼球从中钻出，喷出道道黑光，不断的抵御毒光的侵蚀。而在黑棺人这全力的抵御下，毒光虽说将其身躯腐蚀得狼狈一片，但凭借着顽强诡异的生命力，他倒是渐渐的抗了下来。“这小子诡异，扛过这毒光，必须爆发全力，迅速将其斩杀，免得迟则生变！”望着那开始转弱的毒光，黑棺人心中恼怒的想着。只是，就当他这般想着的时候，他突然敏锐的察觉到，那转弱的毒光中，似乎是有着一种极为锋锐的光泽涌现。黑棺人悚然一惊。不对，这毒光里面还藏着东西！嗡！而也就是在这一瞬间，毒光之内，有一道锋利无匹的剑光暴射而出，似是暗中隐藏许久的毒蛇，发动了致命一击。,1
