book,chapter,paragragh,tag
元尊,第二百七十一章 天元进化,"黄金石台上，无数目光汇聚而来，璀璨青色剑光，陡然落下，与那横挥而来的天元笔，重重的撞击在了一起。
嘹亮的金铁之声，响彻天地。
不过，就在巨声响彻的那一霎，陆风的瞳孔，猛然一缩，脸庞上也是一抹骇然之色浮现出来。
因为他见到，在那碰撞的瞬间，青鹰剑竟是剑光一震，发出了一道哀鸣之声，剑光破碎，直接是被那只黑笔，硬生生的轰得倒飞而去。
那种感觉，仿佛周元那黑笔挥下时，携带了无穷之力，恐怖霸道到了极点！
甚至隐隐似有一道鲸吟声响起。
“怎么可能？！”天地间，也是响起了无数难以置信的惊呼声。
甚至连青阳掌教等巨头，都是微微惊咦出声。
而在那无数道骇然目光中，周元则是长长的吐出了一道浊气，他双目炽热，手掌缓缓的抚过斑驳的笔身，在其手掌过处，一道古老的源纹，绽放出了神秘的光芒。
天元笔第四纹，号“万鲸”。",1
元尊,第二百七十三章 九龙之威,"漫天遗憾声中，周元则是神色始终平静，他望着那徐徐压下的青色星辰，已是开始察觉到后者力量的极限。
“只是如此吗？”
“那就该我了！”
他似是自语一声，下一瞬，忽的长啸出声。
啸声如雷，而就在此时，那三道被青色星辰压制的兽影源气，竟也是爆发出了咆哮之声，在那咆哮间，那自其中散发出来的凶暴气息，也是在此时猛然间，节节攀升。
而原本百丈左右的源气，也是陡然膨胀，化为了三百丈左右。
“什么？！”
这突如其来的变故，直接是令得陆风瞳孔一缩：“怎么可能？！他的九龙典明明只是炼化的四品高阶的源兽精血，怎么可能强到这种程度？！”
他也是研究过九龙典的，据说唯有炼化了五品源兽的精血，才有可能令得兽影源气达到三百丈的程度，但他可是清楚的记得，琳琅阁中可并没有五品源兽精血了。
周元面色漠然，他的确只是得到了四品高阶的源兽精血，但借助着吞吞的鲜血，这些四品高阶的源兽精血，却是得到了巨大的提升，完全不逊色真正的五品精血。
“吼！”
三道三百丈的兽影源气爆发出了惊人的力量，只见得它们长尾甩动，竟是缠绕上了三颗源气所化的青色星辰，凶气陡然爆发。
咚！
三颗青色星辰，便是直接在此时爆碎开来，化为了漫天光点。
哗！
漫天哗然声响起，谁都没想到，局面竟是峰回路转，陆风原本的优势，瞬间荡然无存",1
元尊,第二百七十五章 大典第一,"当陆风倒塌的时候，整个天地间，仿佛都是一寂，无数弟子，渐渐的张大了嘴巴，眼中有着震撼的情绪在凝聚出来。
哗！
下一瞬，滔天般的哗然声，便是震耳欲聋般的爆发开来，犹如要掀翻山岳。
谁都没想到，这场争锋，陆风竟然会败了！
“小元哥也太厉害了！”沈万金等人目瞪口呆的望着黄金石台上那道屹立的修长身影，虽说他们一直都期望着周元能够胜出，但他们对于周元的底子并不清楚，所以心头也是忐忑，毕竟陆风以往的威名实在太强了。
所以当陆风倒塌下去的时候，他们受到的冲击相当巨大。
那萧天玄也是面色复杂，看向周元的目光中有着一抹惧意，此时此刻，他倒是有些佩服他父亲的眼力了。
以周元展现出来的天赋，未来必然会是苍玄宗的核心人物，前途无量，到时，恐怕整个苍玄天，都会响彻其名。
此等人物，的确不宜结仇。
顾红衣也是仰起光洁俏脸，她美眸泛着异彩的望着周元的身影，显然这种结果对于她而言，同样是有所震动",1
元尊,第二百七十六章 择峰修行,"他袖袍一挥，只见得一道玄光从天而降，化为一卷古书，古书之上，仿佛有着苍阳升腾，一股极端炽热的气息散发出来，引得虚空都是有些扭曲。
“此为天阳神录，乃是一卷下品天源术。”
此言一出，顿时再度引来了无数哗然声，一道道通红的目光灼灼的望着周元面前悬浮的玄光古书。
竟然是真正的天源术！
要知道，若是在圣州大陆之外，一卷下品天源术，足以成为诸多势力的镇族之宝，甚至引来无数惨烈争夺。
周元也是有些口干舌燥，眼睛盯在那古书上移不开来，这可是真正的天源术啊，要知道，就算是在那圣迹之地中，他都未曾获得如此等级的源术。
虽说他如今也是修炼了一些小天源术，可就算是九龙典，都是远远及不上这“天阳神录”。
而据说，在内山中的藏经楼中，倒是能够兑换天源术，但那所需要的源玉数量极为的庞大，说不得便是需要数万，那显然需要诸多内山弟子努力许久才有可能换到手的。
“谢掌教。”
周元行了一礼，然后小心翼翼的接过这卷古书，将其收入乾坤囊内，满脸的喜色。
青阳掌教一笑，道：“此番第一，还有额外奖励，便是那‘源髓洗礼’，此事待得你进了圣源峰后，自会将名额赏赐于你。”
周元点点头，心头也是有些好奇与期待，毕竟据说那“源髓洗礼”，可是唯有紫带弟子才有资格享受的待遇，对于修炼，大有裨益。",1
元尊,第二百九十七章 震慑全场,"那原本约莫百丈左右的源兽源气，竟是在此时猛然的膨胀开来，约莫五百多丈，那种源气强横程度，比之前的七道源气加起来还要更强！
“什么？！”
那种源气强横程度，也是瞬间引得诸多弟子震动不已，满脸的惊疑不定，他们不明白，为何这最后一道源兽源气竟会强到这种地步。
张衍神色也是微变，微微思索，便是明了，当即心头一震，眼神变幻的道：“这个周元，好生狡诈！”
先前那七道源兽源气之所以会那么弱，并非是周元源气不济，而是因为他将源气尽数的汇聚到了第八道源兽源气上！
而曹狮费了大力气想要一鼓作气的攻势，耗费了不少的源气，但所取得的效果，却只是打碎了几道幌子一般的源兽源气。
周元真正的杀招，是藏在第八道！
吼！
在那诸多惊呼声中，只见得那第八道源兽源气猛的咆哮而下，竟是张开了巨嘴，犹如遮天蔽日，一口就对着那席卷而来的剑海吞了下去。
呼呼！
一口之下，剑海瞬间被吞没。
而那些进入源兽源气体内的银色剑影，则是在第一时间，被那充满着凶煞的源气毁得干干净净……
所有人都是呆了下来。
包括那曹狮。
“怎么可能？！他这道源气，怎会如此之强？！”曹狮面色惨白，先前还以为胜券在握，结果没想到转眼间结局就出现了逆转，将他从天堂打落。",1
元尊,第三百一十七章 改造结界,"“源纹结界破碎……那千丈水兽跑了！”孔圣面色有些难看，这说明着他此次只能无功而返了。
李卿婵也是怔了怔，然后轻叹了一口气，这一次，果然算是两败俱伤。
“你们寄以厚望的人，似乎没什么能耐，卿婵师妹，以后这种级别的争斗，就别带这种人出来丢人现眼了。”孔圣淡淡的道，言语间有着冰冷的讥诮。
李卿婵柳眉蹙了蹙，却是未曾理会他。
她周身的源气波动渐渐的收敛下来，既然如今千丈水兽已经逃掉，再打下去也是没有必要了，此次的源池之行，她与孔圣都是只能空手而回。
李卿婵看了一眼源池深处，她能够见到那被冲击波震得狼狈倒射而退的周元，心中叹了一声，自嘲的一笑。
这个家伙终归只是太初境二重天的实力啊，寄希望于他，的确是有些莫名其妙啊。
在她心中叹息的时候，源池深处的水浪也是渐渐的平息。
李卿婵美目随意的掠过，但是下一瞬间，美目陡然瞪圆，俏脸上有着浓浓的难以置信的涌现出来。
因为她见到，在那源纹结界爆炸的地方，千丈水兽的确是失去了踪影，可是却有着一颗半丈左右的龙源髓晶，静静的漂浮于海水之中。
李卿婵玉手都是忍不住的捂住了嘴，心头翻起惊涛骇浪。
那千丈水兽……竟然被杀了？",1
元尊,第三百一十八章 得手,"而在李卿婵美目带着难以置信之色的望着源池深处时，孔圣也是有所察觉，目光立即投射而去，再然后他瞳孔便是猛的一缩。
他也是见到了那一颗散发着璀璨光芒的龙源髓晶。
望着那颗半丈左右的龙源髓晶，即便是以孔圣的心性，都是心头一震，失态的道：“怎么可能？！”
那头千丈水兽，怎么突然就被杀了！
那个周元，不过只是太初境二重天的实力，就算他将命都给拼上去，面对着那千丈水兽，也不过只是蝼蚁而已。
所以，千丈水兽，究竟怎么死的？
面对着这一幕，孔圣与李卿婵都是面面相觑，满脸的不可思议。",1
元尊,第三百二十六章 何为震撼,"当石柱上的光纹一道道的亮起来时，熟悉的龙吟声，再度响彻。
再然后，众人便是面色震撼的见到一道道龙影，不断的从石柱中钻出来，盘旋在周元周身。
一道……三道……五道……七道！
七道龙影盘旋，所有的弟子，都是深吸了一口冷气。
七龙洗礼！
周元所在山峰，那些同为沈师一脉的弟子，都是目瞪口呆，而至于那张衍，更是面色呆滞。
“怎么可能？！”他的喉咙间，发出颤抖的呻吟声，眼前这一幕，实在将他震撼的不轻，谁能想到，周元竟然能够达到七龙洗礼！
他在源池中，究竟猎杀了多少水兽？！
他怎么做到的？！
而与张衍的面色难看相比，周泰则是面露震撼的笑容，显然为周元感到高兴。
远处山峰上，李卿婵清冷的美眸望着这一幕，微微波动了一下，虽然她对此早有预料，但当真的看见时，还是忍不住的有些感叹。",1
元尊,第三百二十六章 何为震撼,"而就在她此话刚落的瞬间，所有人都是见到，周元似乎是沉吟了一下，再然后，只见得其腰间乾坤囊光芒一闪。
下一瞬，一颗半丈左右的龙源髓晶，便是出现在了其头顶。
轰！
当那颗半丈左右的龙源髓晶一出现时，源池四周，诸多弟子彻彻底底的忍耐不住，骇然失声：“千丈水兽？！”
这一次，甚至连那山峰上冷眼旁观的孔圣与叶歌都是身体猛的一震，眼中有着难以置信流露出来。
“怎么可能？！”",1
元尊,第三百二十七章 三重天,"当那半丈左右的龙源髓晶出现时，整个源池周围，都是掀起惊天的哗然，所有人的面庞都是变得极其的精彩。
即便是孔圣，叶歌这等圣子，都是忍不住的为之动容。
七龙洗礼，他们可以并不在乎，因为那对于他们而言不算难度，但眼下周元祭出来的这颗龙源髓晶，分明是来自千丈水兽！
而千丈水兽如何难寻，他们身为圣子，再清楚不过。
一旦拥有了千丈水兽的龙源髓晶，便可以此为引，提升洗礼级别，生生的达到八龙洗礼！
“他怎么可能有千丈水兽的龙源髓晶？！”孔圣忍不住的失声道，英俊面庞上的冷漠再也难以保持，眼中同样有着难以置信浮现。
一旁的叶歌也是张着嘴巴，一脸的古怪。
这大半年下来，他们才辛辛苦苦的搜寻到一头千丈水兽的踪迹，可最终还是失手了，所以当他们见到一个金带弟子的手中出现了一颗千丈水兽体内的龙源髓晶时，方才会震撼得无以复加。
什么时候，千丈水兽变得如此容易找寻了？
而连两位圣子都如此的震撼，其他的弟子此时心中情绪是如何的翻江倒海，自然可想而知。",1
元尊,第三百二十七章 三重天,"与此同时，再度有着一道嘹亮龙吟声响起，所有人都是见到，又是一道龙影缓缓的自石柱中冒出来，盘旋在周元四周。
第八道龙影！
八龙洗礼！
望着那盘旋在周元周身的八道龙影，所有弟子都是忍不住的咽了一口唾沫，虽说之前他们已经见过李卿婵的八龙洗礼了，可显然，周元这个八龙洗礼来得更加的让人震撼……
毕竟李卿婵乃是圣子，所以就算她得了八龙洗礼，诸多弟子也只是觉得在意料之中，可周元这个……完全想不到！
先前他们还以为今日会出现一个有史以来等级最低的洗礼，可转眼间，周元就一个巴掌狠狠的甩了过来，简直是甩得他们晕头转向。
那可是八龙洗礼啊！
在今日之前，甚至唯有楚青师兄一人独享过，但现在……周元却是成为了第三个得此殊荣的弟子。
而甚至，其他的八位圣子，都未曾尝试过。
并且周元可是以金带弟子的身份，来达到八龙洗礼的，这一点，在苍玄宗可谓是前无古人，毕竟就算是强如楚青，都是在成为圣子后，方才达到八龙洗礼。
虽然这种早晚并没有太大的意义，但所带来的震撼，终归是让人难以平复。
而在那一座山峰上，吕嫣也是怔怔的望着周元周身那八道龙影，俏脸变幻不定，这一幕，同样是在她的心中掀起了巨浪。
在其身旁，一些弟子也是忍不住的感叹出声，道：“这个周元，果真是有些能耐，我们苍玄宗有史以来，可还没有金带弟子便享八龙洗礼的待遇呢。”",1
元尊,第三百三十四章 你下来,"两只蕴含着强横源气的拳头，没有任何的花俏，直接是这般硬碰硬的狠狠撞击在一起。
“轰！”
撞击的瞬间，狂暴的冲击波肆虐开来，周围地面，不断的有着裂痕蔓延出来，狂风大作。
不过，那冯羽阴沉的面色，却是在接触的瞬间陡然剧变，因为他感觉到，周元那一拳之下，源气狂暴雄厚，宛如山洪爆发，足以催裂山岳！
那种狂暴程度，竟然远远的超越了他！
“不可能！”
冯羽心中骇然失声，眼中满是难以置信，他无法相信，一个太初境三重天的周元，所拥有的源气之雄厚，竟然胜过他这个五重天的佼佼者！
要知道，他体内的源气星辰，可是达到了五百之数！
然而，不论他的心中如何的掀起惊涛骇浪，周元的源气已是汹涌而至，他自身所有的源气都是在顷刻间被摧枯拉朽般的摧毁。
轰！
当他的源气蹦碎的时候，周元的拳头，便是重重的落在了他的胸膛之上。
于是，冯羽的身躯倒飞了出去，直接是重重的撞击在了山壁上，整个人，都是镶嵌了进去，满身鲜血，不知死活……
两人的交手，可谓是电光火石。
而待得冯羽身体镶嵌在山壁上时，此时先前周围的哄笑声，还未彻底的落下……
那卫幽玄慢悠悠的身影，甚至还没有走出石台范围。
然而就在这一时刻。
哄笑声戛然而止。
卫幽玄往回走的脚步停滞了下来。
山崖上，那一张张面庞，也是在此时渐渐的凝",1
元尊,第三百三十五章 一拳之威,"当周元那平静的声音在山崖间传开的时候，整个山崖四周，都是一片死寂，所有的弟子都是面色凝滞的望着那满身鲜血被镶嵌在山壁中的冯羽，脑子中一片嗡嗡作响，显然一时间有些无法回过神来……
那个冯羽……竟然连周元一拳都没接下来，就直接败了？！
诸多的弟子，都是张了张嘴，但干涩的嘴巴中，却是一句话都是说不出来……
谁都没想到，竟然会出现这一幕。
先前他们都以为这周元已经被卫幽玄吓破了胆，所以才不敢继续挑战，而是换了一个比较弱的对手，试图多支撑一下，挽回点颜面。
但谁能想到，这个几乎被他们忽视的年轻人，却直接是以最为雷霆般的手段，直接一拳，便是将实力在太初境五重天中都算是佼佼者的冯羽，一拳击败。
“怎么可能……”有着弟子声音嘶哑的喃喃道。
“怎么可能！”
在那一座石亭中，略显尖锐的声音忍不住的爆发起来，只见得那陆玄音目瞪口呆的望着石台中，俏美的脸蛋都是变得有些扭曲起来。
她还在等着周元被打倒在地，狼狈不堪的时候，可周元这突然间的爆发，实在是将她震撼得不轻，她甚至有些怀疑是不是那冯羽收了好处，不然的话，怎么可能直接一拳就被对方摧枯拉朽般的击败了？
要知道，他可是太初境五重天中的好手，而周元现在，才不过只是太初境三重天！
两者间足足两重天的差距，那等源气底蕴的差距，如何能弥补？
这个周元，短短一个月的时间，竟然能够强到这种地步了？",1
元尊,第三百三十六章 周元实力,"所有的目光，都是投射而去，再然后，便是瞳孔骤缩。
只见在那一片狼藉的场中，周元依旧是立于原地，他的身体上，金色的源气升腾着，隐隐间似乎是化为了一头金色巨蟒，将他护于其中。
而他立于金色巨蟒般的源气内，神色平静，毫无波澜。
无数道骇然的惊呼声，在山崖间响彻起来。
周元竟然在硬吃了程鹰的那狂暴的攻势后，依旧毫发无损！
“他竟然凭借自身的源气，就抵挡下了他程鹰的所有攻击……”有着弟子惊骇的道。
“他的源气，竟然雄厚到这种程度！”
他们都很清楚，想要凭借源气就将那些攻势尽数抵御，最起码说明周元自身的源气，已经远远的超越了五重天的层次。
在那无数道骇然声此起彼伏的响起时，程鹰的面色也是为之剧变，因为那从周元体内散发出来的源气波动，让得他感觉到了可怕的危险。
而那种危险的感觉，只有在他面对着一些踏入六重天的高手时，方才感受到过。
“他的源气，已不逊色六重天！”一想到此，程鹰便是猛的头皮发麻，现在的周元本身只是太初境三重天而已啊，但为什么他的源气，竟会雄厚到这般程度！",1
元尊,第三百三十七章 玄蛟鳞,"卫幽玄脚掌一跺，地面崩裂，强行将身躯稳了下来。
他面色难看的低头，只见得双指鲜血淋漓，指骨都是有些碎裂开来。
先前那般硬碰，竟然是他吃了大亏！
他猛的抬头，眼睛死死的盯着周元。
而周元也是伸出拳头，淡淡一笑，只见得在其拳头表面，青光流转，仿佛是形成了一层淡青鳞片，流转着光华，显得极为的神异。
赫然是经过源髓洗礼，从玄蟒鳞蜕变而成的玄蛟鳞！
“不好意思，我的拳头，出乎你想象的硬，你的破源手，恐怕破不了它。”周元淡笑道。
哗！
而此时，周围山崖那诸多弟子，方才猛的睁大了眼睛，惊天般的哗然声响彻而起。
谁能想到，两人这般凶悍的交锋，竟是周元率先取得了上风！
卫幽玄的破源手，竟然被周元给破了！
石亭中，就算是陆玄音，都是一屁股坐在了石凳上，俏脸铁青。",1
元尊,第三百三十九章 第九龙,"“八龙都对付不了你么……”周元双目微眯，不过，经过这八龙的试探，对方似乎也并非是强到无法对付……
于是，他有些无奈的叹了一口气，道：“原本也想留一手的……”
“哦？”卫幽玄嘴角掀起一抹讥诮。
周元没有再回答于他，而是双目微闭，下一瞬，忽然又是有着嘶啸之声响彻而起，八道源兽源气，咆哮而出。
“还来？”卫幽玄嘴角的讥诮更甚，虽说周元的九龙典威力不弱，但显然，还无法抗衡这种状态的他，周元如此举动，不过是平白的消耗自身的源气罢了。
“看来你是黔驴技穷了，既然如此……那就给我挂山壁上去吧！”
他迈出步伐，就要出手。
然而周元双手陡然结印，平静的声音，响彻而起。
“九龙典……九龙！”
当其声音落下的那一瞬间，只见得其头顶盘旋的八道源兽源气，忽然爆发出惊天嘶啸，其中一头猛的长大巨嘴，一口就将另外一道源兽源气所吞噬。
而吞完这一道，继续又是将其他六道，尽数的吞下。
当吞完最后一道源兽源气时，所有人都是见到，一道约莫千丈左右的源兽源气，盘踞在周元上空，宛如一头凶悍无匹的巨龙。
一股令人心悸的狂暴感，散发出来。
山崖四周，无数弟子目瞪口呆的望着这一幕。
甚至就连陆宏，沈太渊，吕松这三位长老，都是瞳孔忍不住的一缩。
这个周元……竟然将九龙典修炼到了大成的地步！
九龙典，第九龙！",1
元尊,第三百六十五章 一拳克敌,"“找死！”罗道眼神一寒，他这一剑，就算是一座山都能削断，这周元，竟敢用肉掌来抗。
掌剑，瞬间接触。
不过在接触的那一瞬间，周元那布满着天蛟鳞的手掌上，忽有白色的毫毛缠绕而来，犹如天蚕丝所化的手套一般。
那是天元笔的毫毛！
“四品源纹，玄金手！”
周元的掌心，有着一道源纹陡然间明亮起来，一股奇异的波动散发，只见得金光浮现，周元整个手掌包括那天蛟鳞以及毫毛所化的手套，都是在此刻，化为了暗金色彩。
犹如一只黄金所铸的手掌。
吱吱！
黄金手掌探出，一把抓住那道剑光，掌心与锋锐的剑身摩擦着，溅射出火花以及刺耳的声音。
不过，不论那剑光如何的肆虐，竟然都是无法洞穿周元那布满着防护的手掌。
罗道的眼中有着一抹震惊之色浮现出来。
他无法相信，周元竟然真的用肉掌接住了他这一剑，而且，还令得他那无孔不入的剑气，都是失去了效果！
“嗤啦！”
周元那黄金般的手掌，划过剑刃，而他那有些虚化般的身影，则是在那罗道紧缩的瞳孔中，欺近身来。
轰！
周元另外一只布满着天蛟鳞的拳头，在金色源气的缠绕下，毫不留情的重重落在了罗道的小腹上。
这一拳，直接轰散了罗道体内涌动的源气。
罗道浑身的源气在此时消散，他身躯痛苦的蜷缩起来，面色惨白。
他没想到，这才交手一个回合，他竟然就直接被周元找到机会，一拳轰散了源气，战斗力尽失！",1
元尊,第三百六十九章 暗埋结界,"周元笑起来，笑容带着一丝嘲讽。
“乐天师兄，有一点或许从一开始你就想错了……”
“那就是我从始至终，都不是在逃，我的目的……只是在给你们这些剑来峰的弟子，找一块送上大礼的风水宝地而已。”
“而那块宝地，就是这里……”
乐天的眼神微微一凝，他深深的盯着周元，但并没有因为他的这番话就惊慌失措，而是平静的挥了挥手。
“送他出去吧。”
“周元师弟，你这最后的挣扎，在我看来，很是幼稚。”
显然，他根本就不相信周元的话，在他看来，周元只不过是想装神弄鬼，让得他们束手束脚，从而给他逃出去的机会罢了。
所以，他毫不犹豫的下了命令，直接动手。
唰！
其他那些剑来峰的弟子闻言，顿时毫不犹豫的暴射而出，手中长剑之上，源气伸缩吞吐，直接是洞穿空气，直指周元。
周元望着那些暴射而来的凌厉攻势，眼目则是微微垂下，在其眉心处，神魂的波动，猛然爆发。
嗡！嗡！
神魂波动横扫开来，而也就是在这一瞬，只见得这座低谷之中，忽有一道道光芒冲天而起，那些光芒彼此的交汇，转眼之间，似乎便是化为了一座结界，将这座低谷，彻底的笼罩。
突如其来的变故，直接是引得山脉内外，无数弟子眼露震撼……
“你们追杀我半天，接下来，就是我反馈你们的时候了……”
“希望你们喜欢我费尽心机为你们准备的一份大礼。”
周元的嘴角微微掀起，双手合拢。
“天雷玄火结界！”
“爆发吧！”",1
元尊,第三百七十章 天雷玄火,"当低谷外诸多弟子惊叹时，那山脉之外的沸腾，更是让人难以想象，无数弟子爆发出震惊的哗然声，铺天盖地的传开。
先前谁都以为周元已被剑来峰逼入死局，除了主动保持颜面退出选拔之外，别无他路，但谁能想到，这才转眼之间，周元便是将他的底牌所掀开……
他竟然不知不觉间，已在这座低谷中，布置出了一座威力如此惊人的源纹结界！
山脉外，无数苍玄宗的弟子都是在此时沸腾起来，因为眼下周元这种绝地反击，甚至连他们这些看客，都是感到了一些热血沸腾。
顾红衣俏脸上也是有着明艳的笑容绽放出来，她那紧握的玉手，缓缓的松开，她就知道，周元这个家伙，绝不会轻易就束手认输的。
想要吃下他，就算是剑来峰那些优秀的金带弟子，也必须要付出极大的代价。
在顾红衣一旁，那秦岚的面庞则是有些僵硬，他同样没想到，周元竟然还会藏着这么一手。",1
元尊,第三百七十二章 团灭剑来,"周元望着乐天等人消失的身影，终于是缓缓的抬起手掌，将眼角两侧的血迹搽拭而去，他的眉心此时一片刺痛，脑袋中甚至有着晕眩在出现。
那是神魂运转到极致的表现。
先前如果乐天他们能够再多坚持一点时间，恐怕最后溃败的，将会是他，毕竟，对方这些人也都不是省油的灯，他们是剑来峰这一代中最为出类拔萃的金带弟子。
他们每一人的实力，恐怕都不会弱于之前的卫幽玄。
如果不是借助着结界的力量，周元知晓，凭他一人之力，是绝不可能抗衡这么多人的。
不过好在的是，他还是站到了最后。
轰！
而就在乐天的身影也被卷出选拔场地这一瞬间，不论是山脉内外，都是彻彻底底的轰动了，惊天动地般的喧哗声，冲天而起。
他们看见了什么？！
周元一个人，竟然生生的将剑来峰这一代最为出类拔萃的金带弟子，尽数的淘汰了！
无数弟子目瞪口呆，满脸的震撼。
一个人淘汰一座峰，这在苍玄宗有史以来的紫带选拔中，似乎还从未出现过！
但今日，却是在他们的见证之下，出现了……
“这也太猛了吧？！”有着弟子喃喃道，有些梦幻般的感觉。
无数弟子咽着唾沫，他们望着源气光镜中的那道年轻身影，眼中有着一抹敬畏之色浮现出来，经过今日之战后，恐怕周元在苍玄宗的名气，甚至足以超越一些老牌的紫带弟子。",1
元尊,第三百八十二章 魁首赏赐,"沈太渊声音慈和，笑道：“今日掌教派人将你的魁首奖励送了过来。”
他手掌之上，有着光芒闪烁，只见得一个玉盒闪现出来，玉盒呈现打开的姿态，其中一颗如青玉般的圆润丹药，静静的躺着。
一股浓浓的幽香散发出来，整个大殿内的天地源气，仿佛都是在这一瞬间变得浓郁了起来。
源星丹！
紫带选拔魁首才有资格得到的赏赐！
哗！
大殿内，诸多弟子眼神垂涎的看了过来，甚至连周泰，张衍这种级别的紫带弟子，都是眼神炽热。
这可是源星丹啊，号称太初境的灵丹！
太初境乃是底蕴之修，这个时期积累的底蕴越强，未来突破到神府境时，所进化的神府才会越高级与强大。
而这源星丹，则是能够增强底蕴，可想而知对于太初境的人而言，有多大的吸引力。
只不过此丹炼制不易，就算是在苍玄宗内，也唯有立有大功的弟子，方才能够得到。
至少如今这座大殿内的弟子，是从未享受到过的。
周元也是在此时抬头望着沈太渊手中玉盒内的青玉丹药，眼中的炽热一闪而过，他这一次会如此的努力去搏那魁首之位，可不是为了什么虚名，他为的，不就是眼前这颗“源星丹”吗？！",1
元尊,第三百九十五章 玄蟒金钟,"诸多的窃窃私语声在传开。
而也就是这个时候，广场中的烟尘，尽数的散去。
所有的目光都是看向了崩塌广场的中心。
再然后，窃窃私语声便是噶然而止。
半空中，王磊脸庞上的笑容也是缓缓的凝固，眼中有着难以置信流露出来。
台阶上，李卿婵，白璃皆是惊咦出声。
赵烛的瞳孔，也是微微一缩。
因为他们见到，随着烟尘的消退，只见得在那崩塌的广场中心处，一处约莫数丈的地面，竟然是完好无损！
而周元，便是立于那完好的地面上。
此时的他，双目微闭，在其周身，金色巨蟒所化的金钟，稳稳的矗立，厚重不可摧。
所有人都是瞪大着眼睛，一脸的震惊。
谁都没想到，王磊如此惊天动地般的一掌，最终，竟然被周元毫发无损的接了下来……",1
元尊,第四百零五章 全场通杀,"一道道炽热的火柱，自石台上破碎的炎石中暴冲而起，火花四溅间，宛如一场烟花。
而原本吵杂的交易场，也是当那一道道火柱升起的时候陡然间死寂下来，那数息之前还充斥着看好戏的面庞，在此时尽数的凝固。
他们近乎呆滞的望着那些升起的火柱，这是他们在赌石场中从未见过的盛大场面……
谁见过开个炎石，结果却开出一场烟花的？！
火柱升天而起，持续了好半晌后，方才渐渐的消落下来，只见得那炎石中，赤红如血般的液体缓缓的流淌着，释放着惊人的温度。
火柱落下，那无数呆滞的目光，终于是渐渐的回神。
下一瞬间，他们的心脏便是疯狂的跳动起来。
因为他们发现，那十块炎石中，竟然有三块是百年炎髓，四块五百年炎髓，还有两块达到了七百年……
最恐怖的是最后一块，那种如粘稠血液般的色彩，赫然是千年级别的炎髓！
整个交易场都是轰动了，无数修炼了炎属性源气或者源术的人，都是眼神炽热而贪婪的望着这些炎髓，这对于他们而言，可谓是奇物。
再然后，那些目光转向周元，眼中满是震撼，因为他们从未见过，有人开炎石能够开出一次性的开出这种级别的炎髓。
而且每一块炎石都不曾落空！",1
元尊,第四百一十三章 天源兵现,"清脆的声音刚刚落下，只见周元身旁悬浮的天元笔便是暴射而出，宛如一抹光虹，径直与那一道道狂暴的源气洪流碰撞在一起。
“狂妄！以为有了一柄天源兵，你就有资格和五位六重天硬碰了？！”苏锻见状，森然笑道。
“嗤啦！”
然而他的声音刚刚落下，便是有着细微的破碎声响起，然后苏锻便是瞳孔微缩的见到，那五道狂暴的源气洪流，竟是在那一瞬间，就被那支漆黑斑驳的黑笔，洞穿撕裂……
那种感觉，仿佛就只是穿透了一层弱不禁风的纸一般。
“怎么可能？！”在那后方，出手的五位六重天高手，面色皆是一变。
在他们的感知中，那黑笔仿佛是有着一种奇异的力量，任何的源气，在其面前仿佛都是显得极为的脆弱。
唰！
而在他们变色间，天元笔速度如鬼魅般的接近了他们，笔尖雪白的毫毛分化开来，化为了五道雪白的匹练。
嗤！
毫毛匹练洞穿空间，如五条白蟒，直接是环绕在了那五人周身，捆缚而下。
那五位六重天的高手见状，体内源气猛然爆发开来，试图将那毫毛所化的匹练震散。
然而，毫毛匹练却是视那些源气防御于无物，猛然勒紧，下一刻，那五人的身躯便是被捆得严严实实，动弹不得。
他们疯狂的挣扎，但不论他们如何催动源气，那些雪白的毫毛仿佛都是无动于衷，然而越来越紧，令得他们身躯都是在嘎吱做响。
周元屈指轻轻一弹，雪白匹练舞动起来，在空中带起巨大的弧度，最后在一阵惨叫声中，五道人影都是被狠狠的摔砸在了地面上。
轰！
整个大地都是颤抖着，一个巨坑出现，五道人影满身鲜血的躺在其中，也不知死活。",1
