book,chapter,paragragh,tag
武动,第三百八十六章 选拔落幕,"所以，在刚开始知道在最后与王钟交手的是林动时，他们心头都是暗叹林动的倒霉，如此一位新星，或许在今日就得尝试败北的战绩，甚至，不仅仅是他们，就连林梵，都不敢抱有太大的期望，毕竟，王钟的声名实在是太响……
但也正是在这种局面下，却是出现了如今这番结局，望着那重伤昏迷的王钟，再看看浑身气血沸腾的林动，谁都知道，在先前，两人必然是爆发了一场惊天动地般的大战，但似乎在这场大战中，最终还是林动成功的走了出来……
望着那走出殿宇的年轻身影，他们都明白，这一次的种子选拔，已是有了最终的结果，五个名额，皆是有了着落，而更让得他们暗暗感到羡嫉的是，这一次，林氏宗族，竟然直接占据了两个名额！
这种事情，已是好多年未曾在大炎王朝出现过，毕竟，要在一群精心培养的天才之中选出一名更为出类拔萃的人来培养，那所需要消耗的资源，可不是一个小数目，没看见强如皇室，派出的人也仅仅只有三皇子莫凌一人，其余的那些宗派宗族，又怎么可能有太大的手笔培养出更多的绝世天才？
而且他们也都明白，林氏宗族能够取得两个名额，完全就是有着绝大部分的运气，林动是半途冒出来，之前没有消耗过林氏宗族丁点的资源，他能够拥有着这般实力，所倚仗的完全是他自己的努力，而林氏宗族，则是几乎毫无付出的收获了一位不亚于林琅天的绝世天才，如今，后者更是在这种子选拔之上，力斩王钟，为林氏宗族成功的斩获了第二个名额！",1
武动,第三百九十二章 抢光,"林琅天悬浮在半空，目光近乎呆滞地望着下方那变得异常清澈的潭水，他能够感觉到，他这片区域的潭水内的圣灵潭能量，几乎是彻彻底底的被林动所强夺吸走！ 而且这种强夺，极为的蛮横，甚至没有哪怕给他留下一丝一毫的能量！ 最让得他震惊的是，林动所施展的手段，竟然连他体内那道存在布置的阵法都无法阻拦，在先前那黑洞出现的时候，林琅天能够清晰地感觉到，那布置好的阵法，几乎没有太大的抵抗，便是被蛮横的摧毁，先前那种让人动容的吞纳之力，在那黑洞面前，犹如儿童的玩具一般，不堪一击。""",1
武动,第三百九十四章 收获不小,"“你先安心将这些圣灵潭的能量都吸收了，这对于你日后冲击涅槃境有着极为重要的作用，林琅天那边，我会看着，不过我料那家伙现在也不敢再随意的出手。”小貂的声音，也是在林动心中响起。
林动微微点头，也不多说什么，心神一动，身下的那圈黑洞之中，顿时有着一波波极为浓郁的吞噬之力散发而出，顿时间，一股股翠绿色的能量，直接是以一种肉眼可见的速度，对着林动体内呼啸而去。
伴随着林动这般蛮横的吞噬，他的身体皮肤，竟也是隐隐间浮现了一抹青意，那些青色纹路，犹如是在他的皮肤之下组成了奇异的图纹一般，极为的神奇。
而在他的这种吞噬下，其下方的潭水，也是在以一种缓慢的速度变得淡化，显然，其中的那些圣灵潭能量，都是被吸进了林动那宛如无底洞一般的身体之中……",2
武动,第三百九十七章 血灵傀之变,"林动手握天鳄骨枪，手臂一抖，枪身舞动，顿时有着低沉的破风声传出，数道枪花在枪尖成形，而后暴射而出，而在那等凌厉霸道的枪风扩散之下，房间内的桌椅，直接是砰的一声，在刹那间崩裂成粉末，甚至隐隐间，还有着一道道低沉鳄吼般的声音震动着空气传荡而出，令得人体内气血为之沸腾……
见状，林动也是微微一笑，旋即心神一动，一股雄浑的元力便是顺着手臂呼啸而出，灌注进入那天鳄骨枪之中。
“嗡嗡！”
随着元力的灌入，那天鳄骨枪顿时细微的颤抖起来，一股嗡鸣之声传荡而开，枪身上那无数条细小的血脉，也是在此刻蠕动起来，一种无法形容的凌厉之气，蔓延开来，包裹着林动，令得他整个人看上去就如同一柄出鞘利剑一般，刺眼夺目。
望着这天鳄骨枪的凌厉，林动眼中也是有着赞叹之色闪过，若是此时再与林琅天动手，他完全能够凭借此枪将后者压得喘不过气来！",2
武动,第四百零三章 冲突,"但如果是千百枚妖晶同时吞噬的话，恐怕那效果，将会变得极为的不菲。
“这些妖兽，竟然还有着这等好处。”
尝试到这妖晶好处的林动，再度抬头望向那赤红的妖潮时，眼中不由得浮现许些热度，那些一头头凶悍的妖兽，仿佛皆是在此刻化为一枚枚浑圆的涅槃丹在滚来滚去一般，他若是能够将此处的妖兽妖晶尽数吞噬，恐怕至少能够提炼出上千枚的涅槃丹！
这可是一个相当庞大的数字，要知道，现在林动兜里的涅槃丹，也不过才上千枚而已，若是将这些妖晶吞噬，那他的收藏，就能上升一倍！
这比起辛辛苦苦的修炼提取，简直就是一种获取涅槃丹的捷径！
“真是好东西！”",2
武动,第四百零九章 五指动乾坤,"“怎么可能？一个来自小王朝的贱民，怎么可能会拥有高等造化武学！”在察觉到这种情况时，那黎盛的心头顿时爆发出难以置信的怒吼之声，高等造化武学，就算是在他们圣光王朝，都是极其稀罕之物，甚至连他都不曾具备，但眼下，林动这么一个来自大炎王朝这种小王朝的人，竟然身怀如此武学，这如何能让得他平静。
“咔嚓咔嚓！”
不过不管他如何的感到难以置信，那种弥漫而来的压力愈来愈恐怖，细密的裂纹，布满着光明巨象身躯之上，即将崩溃。
“你这种贱民，怎么可能打败我！”
黎盛面色铁青，眼睛都是变得有些血红起来，原本以为手到擒来的对手，如今却是有着将他镇压的迹象，这对于心高气傲的黎盛来说，实在是无法忍受。",1
武动,第四百一十章 尽数轰杀,"交锋仅仅持续了刹那的时间，那强大的圣光柱之上，便是在无数道惊骇的目光注视下，崩裂开一道道裂缝。
望着那些裂缝，黎盛等人的脸庞上，终于是涌现了恐惧之色，他没料到，在集合了将近七位造化境大成，一名造化境巅峰的强者联手发动的攻势，竟然如此迅速地便是被林动所击溃。
到了现在，他方才彻底的明白过来，他这口口声声不屑的叫着来自小王朝的贱民，所拥有的真正战斗力，竟然恐怖到了这种地步！
不过，这个时候再出现这种明悟的情绪，似乎……有些晚了。",1
武动,第四百一十一章 逼走,"林动，在他眼中，可是蝼蚁般的存在，那时候，他甚至连动杀手的心都没有，因为他认为这根本就不配！
当然，这种心思，衍变到现在，已是化为无尽的后悔，林琅天不止一次咬牙切齿地想，如果能够重新回到那时候，在古墓时，他就该一巴掌拍死林动！
不过，他虽然无比的后悔，但这个世界上，却并没有后悔药可吃，当年他眼中的蝼蚁，如今，已是达到了能够掌控他生死的地步！
现在的他，需要仰望这个曾经的蝼蚁！",1
武动,第四百一十二章 清点收获,"握住乾坤袋，林动的精神力迅速侵入其中，旋即，他的脸庞上，终于是浮现了一抹笑容，的确如同他所料，这黎盛的收藏，远远的超过了其他人，在这乾坤袋内，光是涅槃丹，便是有着将近六千枚！
这是一笔真正的巨款，若是让林动独自提炼的话，恐怕至少也得数月时间，方才能够有这般收获。",2
武动,第四百一十七章 麻烦上门,"林动的身体，与那妖兽完全不成比例，然而，他却并没有退后，仅仅只是平淡的一拳轰出。
“嘭！”
一拳出，没有任何的波动，但那头足以媲美造化境巅峰强者的妖兽，却是砰的一声，爆成漫天血雾，甚至，连血肉都是不曾留下！
林动的一拳，直接将其生生轰爆了过去，如此肉体力量，堪称恐怖。
一拳轰爆这头妖兽，林动也是忍不住心头的畅快，仰天大笑，手掌一抓，便是将一枚妖晶抓进手中，毫不客气的将其中的涅槃之气所吸收。
一丝丝滚烫的涅槃之气流淌在林动体内，不过却并没有再给林动带来丝毫的痛楚之感，如今小涅槃金身小成，这些涅槃之气，对他已经很难再产生什么威胁性。
“痛快！”
林动身体轻轻扭动，肌肉舒展间，释放出一股股强大的力量波动，现在的林动虽说气息没什么涨动，可其实力，却是暴涨了不少，如果现在再让他与那黎盛交手，恐怕不出三回合，林动便是能够直接将其爆成血雾。",1
武动,第四百一十八章 轰杀,"然而，对于三人这般凌厉的攻势，林动却是在那一道道错愕的目光中静立不动，待得元力山峰抵达头顶上方时，他方才一拳轰出。
林动的一拳，没有带上丝毫的元力波动，那般模样，似是想要用肉体抵御那元力山峰一般，这一幕，不由得让得那三位造化境巅峰的强者眼中有着冷笑涌动。
不过，他们眼中的冷笑还并未彻底的扩散，接下来的一幕，却是让得他们面色凝固，因为，当林动的拳头，与元力山峰相撞时，崩溃的，并非是前者，反而那座凝聚了三人之力的元力山峰，砰的一声巨响，直接是被生生轰爆，化为漫天光点！
城墙上，一片哗然，就连莫凌三人都是眼露震惊之色，凭借着肉体力量，便是轰爆三名造化境巅峰强者的联手一击，这等能力，也太恐怖了点吧？
而且，他们也很明白，这在几天之前，林动肯定不会如此强悍，不然的话，他也不会与黎盛纠缠那么久方才分出胜负，那也就是说，在这短短几天的时间中，林动的实力，竟然又是有所暴涨！",1
武动,第四百一十八章 轰杀,"望着那在林动拳下蔓延而开的血雾，城墙上立刻响起一道道倒吸冷气的声音，谁都未曾想到，一名造化境巅峰的强者，竟然直接就被林动一拳给轰杀！
同时间为此震惊的，还有着那黄衣男子二人，他们怎么都是想不到，实力与他们差不多的同伴，竟然连林动的一拳都接下来，而这显然和他们所得到的情报极其的不符，他们所知道的，是林动在经历了一场惨烈大战后，方才侥幸斩杀黎盛，所以当晋牧派他们前来时，他们已是将这当成了是必定成功的任务，但在见到眼下这一幕时，他们方才明白过来，这次，似乎是搞错了……
当然，搞错了可没有后悔的机会，因此，在见到林动那漠然的目光投射而来时，黄衣男子二人面色一变，竟是不约而同地暴退，他们见识到了林动可怕的肉体力量，自然不想跟先前那家伙相同的结局。",1
武动,第四百二十四章 震慑,"无数道目光，几乎是瞬间转移，而当他们望着那在落地后，直接一口鲜血喷出来的晋牧，当下无不是轻吸了一口冷气，谁都没想到，晋牧竟然会被林动所打伤！
交易场中仿佛是在此刻陷入了寂静，甚至连身处半空的海鲨等人，眼神都是逐渐地凝重起来，林动能够击伤晋牧，那也是就说，他也拥有着击伤同为半步涅槃境的他们，显然，这一次，他有些看差了。
而同时间，海鲨心头也是略微的松了一口气，如果不是先前晋牧先出手的话，恐怕现在受伤的，应该会是他，面对着先前林动那超乎寻常的强悍攻势，就算是他，都不敢说自己能够一定接下来。
“这个家伙，原来也是一个扮猪吃虎的货！”海鲨眼中有些阴冷之色闪动，看来此次的远古秘钥争夺，又得多一个劲敌了。
“好小子，难怪敢挑衅晋牧，原来竟然有着这等战斗力，看其先前身体上涌动的金光，显然是一种极为强大的炼体武学，甚至，或许比我铁王朝的天铁之身还要强大，真不知道这家伙是从那里得到如此之多的强大武学！”那铁王朝的黝黑大汉，也是有些震动地望着这一幕，喃喃自语。",1
武动,第四百二十五章 名誉扫地,"交易场上，一片狼藉，众多目光也是涌动着震动地望着眼前的一幕，一时间，仿佛都是有些无法回过神来。
晋牧在这阳城之中，有着不弱的名声，虽然算不得顶尖，但也是一流的强者，但眼下，竟然是败在了实力不过造化境大成的林动手中，这一幕，着实是有些让人感到难以置信。
不过，不管再如何的难以相信，但事实就摆在这里，容不得人不信！
莫凌三人，也是惊喜无比地望着这一幕，然后抬头望着半空上的那道身影，心中不由得涌现许些敬佩之色，他们在大炎王朝的名声，丝毫不会弱于林动，但此时，他们却不得不承认，他们与林动之间，真的是有着不小的差距。",1
武动,第四百二十六章 凑齐,弥漫交易场的杀意，终于是悄然间的变淡下来，众人望着那满场的狼藉以及狼狈不堪的晋牧，都是不由得将目光投向了林动的身影，他们知道，此战之后，林动的名头也将会传遍阳城，在这里，只有半步涅槃的强者才能够拥有着说话权，而林动能够将半步涅槃的晋牧逼到这种地步，显然，他也同样拥有了这等权利。,1
武动,第四百二十八章 净化血灵傀,"精血落至血灵傀额间，爆发出一道雾气，那些精血不断地对着血灵傀额头之中侵蚀而去，而面对着这种侵蚀，那原本暴戾无比的血灵傀竟也是没有半点的反抗，任由那些精血侵入其脑中，而后在其额间，再度形成了一道新生的烙印！
嗡！
当烙印成形时，林动的脑海，顿时爆发出一道嗡鸣之声，一种掌控之感，油然而生，当即那布满疲倦的脸庞上，也是涌上了一抹欣慰笑容，他知道，从此以后，这血灵傀，便是真正的属于他林动所用！
他再也不用担心被其反噬！
这将会是他驰骋远古战场的一大助力！",2
武动,第四百三十一章 再遇妖潮,"林动这一出手，立刻便是将其强悍实力展露无疑，那些原本还对其感到不屑的三大王朝的人，感受到这骤然减弱的压力，眼神也是凝重了起来。
谁都知道夜晚的妖兽有多么可怕，但林动，竟是能够在那妖潮中依然凶猛相斗，这种本事，恐怕就连一些半步涅槃的强者都难以办到。
察觉到这边的骚动，正在苦战的磨铁，唐瑄，刘玄三人也是目光看了一眼，旋即眼神皆是一凝，特别是后两人，眼中更是有着掩饰不住的惊异，直到现在，他们方才确信，那传言中林动能够与晋牧相斗的事，看来并非是空穴来风。",1
武动,第四百三十二章 斩杀,"见到林动竟然与那半步涅槃的妖兽斗得不分上下，那营地中众人原本提起来的心也终于是松了下来，眼中原本的轻视已是尽数散去，败在面前的事实，让得他们相信，林动的确是有着与半步涅槃强者抗衡的能力！
磨铁，唐暄三人也是对这边颇为关注，毕竟现在都在一条船上，林动那边被攻破了，他们也必会陷入妖潮之中，所以在见到林动竟阻拦下了那半步涅槃的妖兽时，他们心中也是如释重负般的松了一口气。",1
武动,第四百三十三章 狠毒,"落进林动手中的，是一枚约摸拳头大小的赤红妖晶，在那妖晶之内，红光涌动，一股股雄浑的涅槃之气散发开来，那股浓郁程度，连林动都是略微的有些动容。
之前林动曾经斩杀过的一头造化境巅峰妖兽妖晶中所蕴含的涅槃之气，与此相比，简直就是差了不仅仅一个档次。
若是能够多得到一些，他晋入造化境巅峰的速度，必然能够快上不少。
“好东西。”
林动眼中掠过一抹欣喜之意，而后手掌一握，吞噬之力涌动，直接是将这妖晶之内的涅槃之气吞噬而去，而随着那一股股涅槃之气流淌在经脉之中，林动顿时感觉到身体泛起丝丝火热，先前那番大战的疲惫，也是不翼而飞，体内的元力，愈发的雄浑起来。
这一枚半步涅槃妖兽的妖晶，恐怕便是抵得上数百枚的涅槃丹！",2
武动,第四百三十四章 收割,"借助着妖潮的方便，林动在短短三个小时的时间中，足足寻到了二十头半步涅槃妖兽，这些妖兽，游荡在妖潮的四面八方，它们并没有进入深处的战场，这倒是便宜了林动。
借助着血灵傀那强大的实力，这些足以让不少人忌惮的半步涅槃妖兽，却只是在经历了一场无用的反抗后，便是尽数地化为了妖晶，落到了林动手中……
在那深处爆发着极为惨烈的人兽大战时，或许谁都想不到，会有着一道人影，如同鬼魅一般在周围游荡，如同割麦子一般，将那一头头强大的半步涅槃妖兽，尽数收割。",2
武动,第四百三十六章 讨债,"望着那吐血狼狈而退的晋牧，这片区域顿时爆发出阵阵哗然之声，一道道惊异的目光望着林动的身影，虽说这里的人有一些也是听说过当日林动与晋牧在阳城交手的事，但当时毕竟算不得分出胜负，可如今这一幕，却是让得他们明白，两人之间，究竟是孰强孰弱。
那正在与磨铁等人纠缠的海鲨四人，同样是因为这一幕心头狠狠地震了震，旋即面色有些变幻，原本在他们看来，就算林动真的能够媲美半步涅槃的强者，想来也顶多只能跟晋牧战个平手，但眼下这情况，却是超出了他们的意料范围。",1
武动,第四百三十七章 斩杀晋牧,"原本骚动的区域，在此刻寂静无声，一道道目光望着那在挣扎了几下后，最终彻底僵硬的晋牧，不由自主地狠狠吞了一口口水，他们实在是有些无法想像，晋牧竟然便是这样地死了……
“这个家伙……好强的战斗力，好狠的手段！”
一道道目光，以各种角度，不约而同地望向半空中的那一道身影，这个时候，一些眼光中原本的同情与轻视，也是悄然间荡然无存。
晋牧的身死，同样也是令得那双方的战斗逐渐地歇火，磨铁等人看了看晋牧的尸体，咽了一口口水，心中的震动，难以言明。
而海鲨四人，则是面色阴晴不定地望着这一幕，片刻后，除了海鲨之外的另外三人，身形突然一退，忌惮的目光看向林动，道：“这位朋友，先前的事我们并没有插半点手，此事，我们不会再管。”
他们这话一出口，立刻便是表明了立场，晋牧已经死了，再为他拼命显然没有意义，他们都不是蠢人，不可能再为了一个死去的晋牧来得罪战斗力极为惊人的林动。",1
武动,第四百四十二章 承让,"古老巨指悬浮天际，周遭元气瞬间沸腾起来，隐隐间还传出一道道低沉的爆炸之声，一种令人头皮发麻般的波动，席卷而开，令得场中人人色变。
“怎么可能！”
后方的柳元与凌志目瞪口呆地望着那古老巨指，从上面弥漫而来的波动，让得他们明白，若是这是对着他们攻击而来的话，他们即便是能够抵挡而下，但也绝对会付出相当惨重的代价！
他们实在是有些难以相信，这等强大武学，竟然会在一个仅仅造化境巅峰的人手中施展而开……
在凌志身后不远，海鲨也是惊骇欲绝地望着这一幕，原本心中对林动抱有的一些怨毒之意，也是在此刻被他生生的抹除而去，这种对手，他根本就惹不起，这一指对着他来，他必死无疑！",1
武动,第四百四十七章 主殿,"一片狼藉的石室之中，此刻显得有些鸦雀无声，不论是磨铁，莫凌还是那黑影涅槃强者，皆是以一种震惊的视线，望着林动身后的火红身影。
“涅槃强者……他的身边，怎么会有涅槃强者！”
磨铁等人难以置信的喃喃自语，他们可从未见过林动身旁有着涅槃强者的守护，而且看莫凌三人那种惊异模样显然他们也是不知情。",1
武动,第四百四十九章 石像,"金光在林动拳下涌动，在他这凶悍的一拳之下，那石像之上，立刻便是布满了裂缝，而后砰的一声，直接是炸裂而开。
而在那碎石爆射间，一道光团，也是猛地自石像中暴掠而出，而且，就在这光团出现的刹那，大殿内所有的石像，竟然都是而陡然凝固下来，仿佛再度化为了雕像。
突如其来的一幕，让得所有人都是一愣，然后唰唰间目光飞速转动，望向了那射出来的一个奇特光团。
“林动，抓住那东西，那就是远古秘钥！”
这个时候，小貂惊喜的声音，也是在林动心中响彻而起，让得他的眼中，也是涌上了一抹喜色，果然没猜错！",2
武动,第四百五十三章 夺舍,"而也就在天地彻底分离之时，一道犹如自心灵深处传出的奇异钟吟，仿佛悄然的响起，令得林动的精神力，瞬间膨胀强大。
随着精神力越来越强横，只见在那方小天地中，精神力闪电般的凝聚，隐隐间，竟是凝聚成了一道真正的虚影，而这道身影，正是林动的精神之体！
只不过，如今的这道精神之体，比起以往，无疑是凝练了无数倍，那自其身体上散发而出的精神波动，也是远远的超过了高级灵符师所能够拥有的界限。
天符师！
林动的手掌缓缓紧握，感受着那澎湃的精神力波动，眼中也是涌上了狂喜之色，他终于是成功的晋入了这一步！",2
武动,第四百五十六章 现身,"谁都没想到，四名半步涅槃的强者出手，竟然直接是被林动隔空一巴掌全部扇飞，而且最让得人感到惊骇的是，他们可并没有感觉到林动有着半点催动元力的迹象。
这一幕，来的是如此的诡异。
“精神力……”
刚刚坐下石椅准备看着一场好戏的李盘，原本阴翳的脸庞，也终于是在此刻逐渐地变得凝重起来，他盯着林动，一字一顿地道。
别人或许察觉不到，但他却是能够感应到，在先前林动手掌扬动的时候，一股强大到让人感到窒息的精神力，自林动体内涌荡而出。
这种精神力波动，已是远远的超过了灵符师……",1
武动,第四百五十九章 麻烦,"广场中，一道道目光惊骇欲绝地望着那自李盘胸膛穿透而出的精神长矛，而后再望着那顺着血洞汩汩流出的殷红鲜血，一时间，所有人的脑子都是因此而变得乱糟糟的起来。
林动竟然将李盘给杀了……
这个震撼性的消息回荡在他们的心间，一些人甚至脚跟都是发软了起来，这李盘可不是什么寻常人，他可是魔岩王朝的涅槃强者！
魔岩王朝行事本就跋扈，手段更是凶狠无比，即便是一些高级王朝都不敢与他们交恶，但眼下，林动竟然直接便是这般毫不客气的将李盘给杀了……
在场的人都非常清楚这件事传出去后，将会引起什么轩然大波，以魔岩王朝的行事风格，是绝对不可能放过林动的，而彻底得罪了魔岩王朝的林动，日后在远古战场的日子，想来会极为的凄惨。
没有人对此有所怀疑，虽说林动先前展现出了堪比涅槃境的实力以及一具灵傀，可凭借着这些，显然不可能真的抵挡下魔岩王朝的怒火。
这个家伙，胆子也实在太大了……",1
武动,第四百六十三章 雷蛇,"颤抖的身影，脸庞终究是涌上了惨白之色，而后一口鲜血忍不住地喷了出来，然后目光震惊的抬起头来，望向林海上的那一道全身被包裹在黑色甲衣中的身影，显然他是未能料到，林动的攻击，竟然会如此的狂猛。
他知道后者如今晋入了天符师，但即便是那些天符师所操控的天地之力，也绝对达不到这种强度，而且，在他被击中的刹那，他能够清晰地感觉到，自己体内的元力仿佛都是诡异的消失了许多，这无疑更是令得出现了伤势的他雪上加霜。
弥漫的雷芒逐渐地散去，那周围的魔岩王朝强者望着那狼狈的陈墓，瞳孔也是陡然一缩，旋即深深地吸了一口冷气，对于陈墓的实力如何，他们再清楚不过，但没想到连他出手，都是落得这般局面……
这一次，当他们的目光再度望向那被围困住的青年时，眼中终于是再没有了半点戏谑，如果这一次他们不是准备充分而来的话，恐怕那结果，或许还真是有些难以意料……",1
武动,第四百六十四章 吞噬之界,"陈墓眼神狰狞地望着被阵法笼罩的那道身影，林动的表现的确出乎了他的意料，不过今日不论他怎么挣扎，最后的结果都不会有丝毫的变化，他们这番阵法，就算是涅槃境的强者都是闯不出去，再加上还有着雷蛇出手，以林动的实力，就算再变强一些，也是难逃一死！
“我倒要看你今日还如何蹦跶！”
咚！
在陈墓咬牙切齿般的声音下，那交错的两道身影，陡然弹射而开，各自落在林海上，皆是撕裂出一道巨大的裂缝。
“小子，你倒是有些能耐！”
雷蛇身体一震，将体内残余的力道卸开，抬头望向不远处的那道身影，眼中倒的确是涌上了一些惊异与凝重，以他现在的实力，寻常的涅槃境强者根本不是他十合之将，但林动却硬是凭借着雄浑的精神力与其抗衡到现在，这怎能不让他感到惊讶。",1
武动,第四百六十五章 肥羊,"林动笑眯眯地望着狼狈不堪的雷蛇等人，淡笑道：“看来这一次魔岩王朝又要损兵折将了啊……”
听得林动的声音，雷蛇心头顿时一颤，急忙抬头，望着不远处笑望着他们的林动，心中猛然涌上一股寒意，他实在是有些不明白，为什么林动竟然会拥有着这么多不可思议的手段，先前那所谓吞噬之界，想来根本就不是一名普通的天符师能够施展出来的！
这一刻，雷蛇方才隐隐间察觉到，他们魔岩王朝，这一次似乎真的踢到了一块铁板……
“退！”
雷蛇感受着林动那戏谑而冰寒的目光，头皮隐隐有些发麻，不过他倒也是果断，眼下的情景，他们已是断然不可能再与林动对抗，虽说他们人数多，可现在他们的战斗力，已不足全盛时期的一成，想要再与林动抗衡，显然是鸡蛋碰石头。",1
武动,第四百七十章 一元涅盘,"“这股力量……”石轩略微有些震动地望着那呈现混沌色般的光柱，面色一变，他能够察觉到，这种与元力以及精神力截然不同的力量，似乎是相当的强大。
“这个家伙，竟然能够融合两种不同的力量？！”石轩的眼力显然极为的不错，一眼便是窥出了端倪，当下心中便是有些翻江倒海的味道，他非常清楚融合两种力量的困难程度，莫说他现在只是一元涅槃，就算是再继续渡过几次涅槃劫，恐怕都依然达不到这种程度。
据说，融合不同力量的手段，可不是涅槃强者能够掌控的，但眼下，林动的举动，却是给他带来了不小的震撼。",1
武动,第四百七十一章 状况,"林动眼神阴森，澎湃的精神力，伴随着他心中的怒火，陡然间喷发而出，瞬间便是弥漫了天地，而后天地间狂风大作，乌云凝聚，雷鸣阵阵。
“好强大的精神力，这家伙真的只是才晋入天符师么？怎么会有这么强的精神力！”
感受着天地间弥漫的强大精神力，不仅城墙上众人一片哗然，就连那石轩，双眼都是微微一眯。
“吞噬雷掌！”
宛如巨大银蛇般的雷霆，陡然自天空闪掠而下，而后在林动一掌之下，化为漆黑色雷电掌印，当头便是狠狠地对着石轩轰了过去。",1
武动,第四百七十四章 改变血脉,"原本他以为因为蕴神蒲团的被毁，他也将会损失一个强有力的手段，但却没想到，竟会得到如此令人幸福的补偿。
说着，林动伸出手掌，心神一动，只见得掌心上光芒凝聚，隐隐间有着那乾坤古阵的缩影浮现而出，而在那缩影中央，元力，精神力以及吞噬之力皆是以一种惊人的速度汇聚在一起，最后经过阵法的融合，化为了一个约摸巴掌大小，偏向于灰黑色的能量球。
能量球静静地悬浮在林动手掌之上，虽然并没有那种狂暴的波动散发出来，但隐隐间，林动却是嗅到一种危险的味道，这种由三种能量融合在一起的新生能量，显然具备着极端强大杀伤力。
“啧啧，你小子倒真是好运，融合力量的手段，就算是我当年巅峰时期都感到有些棘手，结果你这个连涅槃境都没到的家伙，便是能够具备。”小貂望着那灰黑色的能量球，眼中也是闪烁着惊异之色，言语间倒是有些羡慕的味道。",2
武动,第四百七十八章 出手,"这个带着一点嘲讽般的想法掠过心头，陈默再度转过目光，然后他便是见到两道狼狈的身影搽着地面倒飞而出，最后狠狠地撞在一块巨石上，当即巨石爆裂而开，两人也是一口鲜血喷了出来，脸庞上，有着浓浓的惊骇之色。
“陈东！”
望着那吐血的两人，即便是陈默，思绪都是凝固了一下，然后猛然抬头，只见得在那不远处，那道斗笠身影悬空而立，在其周身，一波波极为强大的精神力席卷而开，顿时间，连天地元气都是出现了沸腾的迹象。
“精神力？这个小子，竟然是一名天符师！”
感受着那种强大的精神力，陈默的面色，终于是变得难看起来，这一次，他们竟然都看走眼了……
“现在分神可不好。”似是察觉到他的目光，半空中，林动一声轻笑，旋即血灵傀周身猛然爆发出璀璨光芒，然后对着那陈默发动了猛烈的攻势。
而面对着血灵傀突然间的爆发，那陈默一时间也是有点狼狈，急忙退避。",1
武动,第四百七十八章 出手,"强大的元力，终于是在那两名涅槃强者手中凝聚成形，最后带着不弱的声势，狠狠地冲向林动。
这两名涅槃强者，目光凶狠地盯着半空中的身影，这家伙虽然是天符师，不过想来这个时候，也该暂避锋芒吧！
然而，接下来的事情，却是让得这两人一厢情愿的想法彻底的迸裂，面对着两人那强大的武学攻势，半空中的林动，并没有任何的闪避之态，手掌一握，一道雷霆便是自天空降临而下，而后化为一道黑色的雷掌，一巴掌便是轰在那武学攻势之上。
砰！
低沉的声音，在半空中传开，下一刹那，那两名涅槃强者的面色，也是瞬间煞白起来，因为，在那黑色雷掌之下，他们引以为傲的武学攻势，竟是一触即溃……
到了这个时候，他们方才清楚的明白，眼前这个看上去不过半步涅槃的家伙，一直都是在扮猪吃虎！
而显然，这一次，他们铁到一块很硬很硬的铁板了。",1
武动,第四百七十九章 惊退,"周围山谷上的那些两大高级王朝的人马见到这一幕，面色也是一阵剧变，目光噙着震惊地望着林动的身影，虽然从先前陈默的惊声中，他们已是知道这个看上去只有着半步涅槃实力的家伙还是一名天符师，不过在他们看来即便如此，以陈东二人涅槃境的实力，就算无法将林动迅速击败，想来拖住也不会是什么困难的事，但眼下这种一掌轰飞的事，却是让得他们心头的那一丝想法彻底的破灭而去。
“怎么可能？！”
在同一时刻，那一直关注着林动这边的陈默见状，面色也是陡然变得极为的难看起来，隐约间，眼中掠过一抹不安之色，如今的局面，似乎是有点脱离他们的掌控了。",1
武动,第四百八十八章 立威,"如果说之前因为小炎以及血灵傀的出现，让得这些在场的强者不会再对林动抱有小觑心态的话，那么这一次，林动所展现出来的真实实力，却是让得他们收起了那种看待低级王朝的优越感。
“这小子……好生古怪！”
那洪荒王朝的赤臂大汉眼神也是极为奇异地盯着林动，低声喃喃道，在其一旁，那紫黑衣裙女子，也是缓缓地点了点头，凭借着半步涅槃以及天符师的实力，竟然能够将踏入一元涅槃境的石轩伤成这样，这可绝对不是寻常人能够办到的事。
在那满场寂静中，石轩终于是有些踉跄的站了起来，他的脸庞上，布满着浓浓的惊骇之色，显然是没有从先前的那一幕中回过神来，在上一次交手时，林动即便是拼尽全力，也不过只能在其手中借助远古秘钥逃命而已，他怎么都是想不到，这才短短月许时间不见，林动竟然已是强横到了这一步！",1
武动,第四百九十章 秘藏开启,"他们的等待，并没有持续太久，约摸数分钟后，一道人影，再度从远处掠来，最后在那无数道目光的注视下，落在了祭坛之上。
“那便是林动？那个来自低级王朝，但却让魔岩王朝极为狼狈的人？”
这道身影一出现，立刻便是令得天地间爆发出一阵阵窃窃私语，显然这几天时间，林动的名声，已是传播了开来。",1
