book,chapter,paragragh,tag
斗破,第636章 同门之战,"萧炎这般敏锐反应也是令得韩枫略感诧异的挑了挑眉，旋即手臂急速震动，只见得其手中火焰长剑犹如是在此刻分裂出了无数柄般，一道道残影似实似虚，夹杂着炽热劲风，铺天盖地的暴射而出，将萧炎全身每个部位都是包裹而进，攻势凌厉而老辣。
　　面对着韩枫这般凌厉攻势，萧炎却是未曾如何惊慌，虽说如今失去了药老力量支持，不过他本身实力却已然不比当年借取药老力量时弱多少，而且由于现在的力量是完完全全的属于他自己，因此控制起来，也是更加得心应手。
　　脚掌银芒闪烁，萧炎脚步踏出奇异的步伐，身躯诡异的左摇右摆中，竟然是尽数的将那漫天剑影躲避了开去，偶尔重尺挥动，将一些剑芒抵御而下，重尺上爆发而起的火花，照耀着那张年轻的面孔，显得颇为从容。
　　身形闪烁间，萧炎身躯猛然一顿，眼中精芒也是在此刻大盛，一道低喝声自喉咙间传出，旋即手中重尺夹杂着碧绿火焰，直直的暴刺而出，旋即，在那漫天剑影中，击中了某一道似真似幻的残剑。
　　“叮！”
　　清脆声音缓缓响彻，漫天剑影突兀消散，唯有一柄火焰长剑剑尖与重尺重重相碰！
　　“喝！”
　　感受着那从剑尖之上涌来的狂猛劲力，萧炎骤然低喝，雄浑斗气自体内各处部位暴涌而出，最后沿着经脉飞快的灌注进入手臂之内，而随着这般雄浑斗气涌来，萧炎手臂都是稍稍变得比先前粗壮了一圈。
　　猛然间，手臂狠狠一颤，一股爆炸般的力量自玄重尺暴涌而出，最后蛮横的冲进了那火焰长剑之内。
　　“嘭！”
　　力量蛮横灌进，只见得那由“海心焰”所凝聚而出的火焰长剑，竟然是开始出现了一丝丝裂缝，而瞧得这般变化，韩枫脸色也是微微一沉，手掌迅速松开剑柄。
　　而随着剑柄离手，失去了力量支持的前者，顿时在一道清脆声音中，爆裂而开。",1
斗破,第637章 半只脚踏入斗宗的韩枫,"瞧得依然嘴硬的萧炎，韩枫不屑的冷笑了一声，他能够清楚的感应到，对方的气息弱了许多，显然是在先前的对碰中受了不轻的伤，然而，其脸庞上的笑容，还未持续多久，便是在萧炎接下来的动作中僵硬。
　　远处的萧炎，手掌缓缓伸起，宽大的袖袍中，一点幽深绿芒逐渐浮现，瞬间后，绿芒飞掠而出，旋即，一座仅有巴掌大小，完美得没有丝毫瑕疵的翡翠火莲，悬浮在了其掌心之上。
　　“呼……制造这东西依然这么消耗斗气。”凝望着那朵翡翠般的火莲，萧炎抬头，冲着远处脸庞陡然僵硬的韩枫轻笑道。
　　“师兄，同一次的亏，你会吃两次，看来我也是高看你了啊……”
　　这一刻，韩枫的脸色，瞬间变得极为难看！",1
斗破,第639章 你的命，是我的！,"就在众人心中感到惊疑时，突然一道尖锐破风声再度响彻天空，旋即那弥漫天际的火焰风暴突然一阵蠕动，旋即一道黑影自其中暴掠而出，那对显眼的碧绿色火翼，在天空中显得格外的显眼。
　　“是萧炎！他没死！”
　　望着那道熟悉的火焰双翼，心情低沉的内院众强者顿时欢呼了起来。
　　有些错愕的望着那熟悉的火焰双翼，萧厉脸庞上的狰狞缓缓收敛，心中终于是重重的松了一口气，苦笑道：“这家伙……真不让人省心。”
　　在萧炎身影出现时，那原本正得意大笑的黑角域众人，却是犹如被捏住了脖子的鸭子般，笑声噶然而止，脸庞上的表情，看上去格外的滑稽。
　　天空上，黑影碧绿火翼一阵，身形便是化为一道碧绿火芒，对着那急速对着地面坠落而下的韩枫暴射而下，眨眼时间，便是在下方黑角域众强者惊骇的目光中出现在韩枫头顶！",1
斗破,第712章 底牌，三色火莲！,"身体后仰，萧炎脚掌银芒闪烁，旋即身形骤然暴退，在退后时，屈指一弹，玄重尺便是闪现而出，一脚狠狠踢在尺柄上，重尺便是带起一股凶悍力量，直射向那想要追赶而来的云山面门。
　　暴掠而来的重尺令得云山身形一顿，拳头狠狠砸出，直接便是将重尺砸飞而出。
　　而在云山砸飞重尺那一霎，萧炎手指一震，那枚森白色的戒指，便是顷刻间爆裂而开，一团熊熊的森白色火焰，迅速涌现萧炎面前。
　　见到森白色火焰出现，萧炎几乎是在同一时间，便是将琉璃莲心火撕扯而开，化为一团青色与无形的火焰，紧接着，萧炎没有丝毫的犹豫，双掌一拍，青莲地心火与陨落心炎，便是被其拍进了那团森白色火焰之中。
　　随着三种异火的相触，萧炎周身的空间，利马剧烈的波动了起来。
　　见到萧炎这般举动，云山脸色也是大变，他能够感受到，萧炎面前那三种颜色不同的火焰，正在衍生着一种极端可怕的能量！
　　咻！
　　几乎是在同一刻，云山的身形瞬间消失，对于萧炎这恐怖的一击，他必须将之打断，不然的话……
　　化为黑影闪掠而来的云山，同样是令得萧炎脸色微微一变，背后墨绿双翼一振，双掌紧握着那团正在急速融合的三色火焰，身形也是急忙闪退，在闪避之余，萧炎屈指一弹，那纳戒之中，便是突然间射出一些玉瓶，玉瓶之内，有着一朵不足巴掌大小的火莲……
　　嘭！嘭！嘭！
　　玉瓶飞出，旋即便是在距离云山不远处，宛如烟花一般，噼里啪啦的一阵乱爆。
　　虽然这些小火莲对于云山根本不可能造成什么伤势，可却的确将其追赶的速度延迟了下来，因此，当云山突破那连绵不绝的火莲爆炸时，那不远处，萧炎却是停止了逃窜的身形。
　　目光缓缓从萧炎那张苍白虚弱，可又带着些许如释重负的脸庞上转移开去，最后停留在了其手掌之上，这一刻，云山眼瞳，猛然紧缩！
　　半空中，萧炎振动背后墨绿双翼，脸色苍白，气息异常虚弱，而其掌心上，一朵尺许宽长的三色火莲，轻轻悬浮，一股令得在场所有人面色都是涌上骇然的可怕狂暴能量，缓缓满溢而出！",1
斗破,第713章 火莲爆发,"随着萧炎手印的变动，那悬浮在其面前的三色火莲，顿时爆发出刺眼的三色强芒，宛如一轮耀日般，悬空天际。
　　“去！”
　　屈指一弹，萧炎猛然一声厉喝！
　　喝声落下，那一直缓缓旋转的三色火莲，顿时化为一道模糊光线，宛如闪电般的暴掠而出。
　　火莲之中虽然蕴含着磅礴可怕的狂暴能量，可在划过空间时，却是异常的安静，甚至是连半点能量涟漪都未带起，然而，就是这般悄无声息的模样，方才更是令得人心中涌现寒意。
　　喜台处，云韵目光也是眨也不眨的望着那闪掠过天际的模糊光影，虽然如今斗气被封，可那斗皇的感知却依然在，因此，对于那火莲之内的恐怖能量，她也是有所感应，当下一张俏脸涌上些许惊慌与不安，如玉般的纤手也是紧紧握拢，她心中清楚，萧炎与云山，都是已经真正的动了杀招，而接下来，恐怕便是这场胜负之分的时刻了！
　　火莲在无数道泛着各色情绪的目光中，闪掠天际，最后犹如一枚细小流星般，轰然撞击在了那疯狂旋转的庞大风旋之上。
　　火莲的细小，与那庞大的风旋比起，体积几乎完成不成比例，那般撞击，就犹如一只飞鸟撞在一处山壁之上般，不会令得后者有着半分的颤动，然而，凡事，却是不能光以体积大小来评判……
　　“爆！”
　　火莲一头撞进那庞大的风旋，旋即，一道冷漠的喝声，陡然在天际如雷鸣般的响彻而起！
　　轰！
　　喝声从天际落下，紧接着，一朵三色烟花，突然至风旋之上爆发开来，旋即，足以令得人耳膜震裂的惊天炸响，陡然响彻天际！
　　爆炸声响响彻天际，一股极为恐怖的能量风暴，瞬息间，便是从风旋与火莲撞击处席卷而出，旋即弥漫方圆百米！
　　在这股恐怖的能量风暴之下，在场之人，即便是正在酣战的药老与鹜护法，也是悚然一惊，目露惊骇与震惊的豁然转头……
　　“没想到，三种异火融合的佛怒火莲，威力竟然已经恐怖到了这种地步……这个小家伙，究竟创造了一种何等可怕的斗技啊？！”",1
斗破,第753章 毒宗，金雁宗，慕兰谷,"萧炎一笑，目光扫向遥远的东方天际，缓缓点头，也不再过多言语，冲着严承拱了拱手，然背后碧绿色的火翼缓缓延伸而出，旋即身形逐渐的在城墙上一道道敬畏目光中悬上天空。
　　“诸位，坚持住，萧炎回来了！”
　　视线遥遥望向东方天际，萧炎在心中喃喃自语了一声，火翼一振，便是化为一道流光，闪掠而去",1
斗破,第780章 收获颇丰,"萧炎笑了笑，刚欲说话，却是听得下方山林中传来一阵骚动，旋即便是大批人影悬空而起，目光一瞥，却并非是追兵，而是埋伏在此的海波东等人。
　　现身的海波东等人，见到萧炎两人安然无恙，皆是重重的松了一口气，前者笑问道：“怎么样了？我们刚才见到城中乱了起来，刚想冲进去接应你们呢。”
　　“大事已成，最后的隐患，算是彻底拔除了。”萧炎笑着点了点头，道。
　　闻言，海波东等人脸庞之上皆是涌现一抹难以掩饰的喜悦，彼此对视，发出一道低声的欢呼。
　　瞧得众人如此兴奋，萧炎也是笑了笑，将那枚塞进怀中的纳戒取出，略微把玩了一下，然后灵魂力量侵入其中，片刻后，手掌一翻，一卷由森白兽骨所制而成的卷轴出现在了其手中，兽骨之上，几个宛如鲜血凝聚的血字，刺眼闪现。
　　“三兽蛮荒决！”
　　而望着这卷兽骨卷轴，萧炎忍不住的舔了舔嘴，难怪那两个老家伙见到自己的举动会如此的疯狂，原来是因为这个东西。",2
斗破,第824章 竞价,"“不可能，这小子怎么可能拿得出斗灵丹？！”
　　一旁，齐山猛然怒声道，即便是以他如今的炼药水平，炼制斗灵丹的成功率，也没有五成的成功几率，而且他是黑皇宗的首席炼药师，炼制出来的这种丹药，自然是要先归宗门所有，所以真要说起来，他的身家，也并非是很多人想象的那样令人眼红，至少，至于这斗灵丹，他身上也的确有着一枚，但是……要让他将这种丹药拿出来换取这三种药材，他是绝对舍不得的。
　　齐山的怒声并未多少人理会，那被称为阎老的白发老者率先一把夺过玉瓶，然后小心翼翼的将其中一枚浑圆的碧绿丹药倾倒而出。
　　目光谨慎的在这枚丹药之上扫过，那阎老眼中也是逐渐涌上一抹惊异，片刻之后，那抹惊异居然直接是化为凝重。
　　“阎老，怎么样？丹药有问题？”瞧得阎老这般模样，那姚坊主顿时心头一跳，小心翼翼的道。
　　“没有……”阎老轻吸了一口凉气，语气之中有着一分少有的狂热：“这的确是斗灵丹……”
　　闻言，大厅之中哗然之声更甚，那齐声脸庞也是变得一阵青一阵白了起来，他没想到，这个看起来不过二十左右的毛头小子，居然真的能够拿出这种级别的丹药。
　　“而且……这枚斗灵丹的品质之高，乃是老夫这么多年首次所见，这成色，这丹气……以老夫经验所测，即便是一些六品炼药师，若是没有特殊火焰相助，也绝对炼制不出这种成色的丹药。”阎老接下来的话语，更是直接令得大厅中不少人轻抽了一口冷气。
　　对于千药坊这阎老的眼力，在座的，即便是那齐山都是极为清楚，连他这种对丹药很是挑剔的人，都对于这枚斗灵丹给予了如此之高的评价，那么其品质……看来真是到了一个相当可怕的程度。
　　在大厅中众人吸着冷气时，那望向萧炎的目光，震惊之色越加浓郁。",1
斗破,第833章 破宗丹,"这一次，萧炎几乎是将灵魂力量尽数侵入到了药鼎之中，其内所发生的任何动静，都是能在第一时间被他所察觉，而在他这般高强度的关注下，药鼎中的众多精纯药液，也是逐渐的开始了融合……
　　融合，在萧炎心惊胆颤中进行着，不过所幸，此次，并未在这个环节出什么差错，而随着药液的融合完成，一团半个拳头大小的斑斓液体团，便是出现在了药鼎之内。
　　望着那种种药力互相掺杂的液体团，萧炎心中却并未因此而松气，心神依旧紧绷，灵魂力量将火候控制在这个完美般的程度上，缓缓的释放着温度，令得那液体团之内的众多药液，开始彻底凝结。
　　随着液体团的缓缓缩减与凝结，约莫半个小时后，那液体团表面开始逐渐变得坚硬，一枚表面凹凸不平的丹药雏形，缓缓的成形……
　　望着那终于顺利凝成的丹药雏形，萧炎终于是将压在心头的大石撤去，最艰难的几个步骤已经完成，接下来，只要保持好火候，将这丹药雏形好生温养，那么破宗丹，便应该算是成功炼制而出了！",2
斗破,第885章 惊心动魄,"天空上，萧炎身形犹如瞬移般的出现，刚刚停留了一瞬，便又是急忙闪掠而开，在这般不间断的闪避间，其额头上也是布满了汗水，这种一追一逃，需要高度的集中心神，因此对精神消耗颇大，毕竟一个不慎池了一秒两秒，恐怕那致命般的攻击，便是得瞬间而至……
　　身形再度闪动，将紧追不舍的地魔老鬼摆脱，萧炎刚欲继续逃窜，一道白影却是宛如鬼魅般的出现在其身后，澎湃的气息令得那紧追而来的地魔老鬼也是惊疑的停了下来，目光略显凝重的望着面前那雪白发丝已经垂直娇臀的小医仙，虽然他并不知道发生了什么事，可也清楚，此刻的小医仙，比起先前来，强了很多，不过，与他相比，却依旧是差了许多……
　　望着突然变强的小医仙，萧炎却是拳头猛然紧握了起来，他明白，此刻的她，怕又是解开了厄难毒体的封印，这样虽说实力暴涨了，但距离毒体爆发的时间，也是缩短了许多……
　　“让我来吧……”
　　如雪般的长发随风轻飘，小医仙声音轻柔的道。
　　看着面前那婀娜动人的倩影，萧炎深吸了一口气，然后缓缓抹去额头上的汗水，轻声道：“帮我拦住他一会，其余的，交给我来！”
　　闻言，小医仙微微一怔，偏头望着青年，后者那漆黑眼眸中，此刻正跳动着一种名为疯狂的东西，这种疯狂，即便是她，都是隐隐有些心悸，这个家伙，又想干什么了？",1
斗破,第902章 神秘存在,"闻言，萧炎微微点了点头，心中却是庆幸还好没有利益熏头的干什么鲁莽之事，这天火尊者虽说状态极差，但明显并非是他所说的毫无反抗之力。
　　见状，天火尊者手印轻动，手中的那白色纳戒便是自动套上萧炎手指，而其模糊的身形也是闪掠而进，一股淡淡的波动从纳戒中扩散而出，而萧炎面前的光罩，也是徐徐裂开……
　　光罩刚刚裂开，萧炎脚掌一踏，身形便是化为一道绿影，然后闪电般的飙射而出，而与此同时，淡淡的空间之力从白色纳戒中扩散而出，将周围岩浆的波动，尽数凝固……
　　当光罩裂开那一霎，萧炎以及天火尊者皆是未曾发现，在那遥不可及的赤红岩浆世界之底，一道足有几丈庞大的光柱，缓缓睁开，微微争合间，就犹如一对……眼瞳一般。
　　身形悄无声息的划破岩浆，萧炎心头突然猛的一动，那缩在袖袍之中的手掌一晃，一枚残缺的古玉，出现在了其手掌之上，此刻，那一直久久毫无反应的古玉，正在散发着淡淡的温度……
　　萧炎手指轻轻磨挲着古玉，心头却是翻起了惊涛骇浪，因为，这片古玉，赫然便是那块萧家祖传的……陀舍古帝玉！",2
斗破,第904章 再次晋级,"整洁而空荡的山洞内，萧炎盘腿而坐，强行忍住体内传来的那阵阵异样波动，屈指一弹，十来枚红色的“火珠”便是出现在了其面前，然后方才迅速闭目，手中结出修炼印结。
　　印结刚刚一成，那周围的空间便是猛烈的波动了起来，一股股火红色的炽热能量，在萧炎周身涌出，然后宛如一条条赤红的长蛇一般，缭绕在其身体表面，最后顺着其呼吸尽数钻进体内。
　　在这岩浆世界中，充斥着极为雄浑的火属性能量，这无疑将会令得萧炎的晋级，变得轻松许多，根本不用担心丝毫能量枯竭而导致晋级中断的变故，再者，他纳戒之中还有着不少的“火珠”，即便到时候真出现了意外，这些“火珠”所蕴含的雄浑能量，也将会令得晋级顺利的完成……
　　随着越来越多的火属性能量钻进萧炎体内，其皮肤也是逐渐的变得涨红了起来，脑袋之上冒出丝丝白雾，一根根青筋在皮肤上如同蚯蚓般的耸动着，看上去颇有些可怕。
　　在外界能量源源不断的灌注下，萧炎体内也是急速的发生着变化，每一次的晋级，体内似乎便是会出现着小小的蜕变，这种蜕变，就犹如扩充一般，将原本一个小池塘，扩大成一个小湖，而其中所能容纳的斗气，也是将会成倍翻长，而与此同时，体内的诸多经脉，骨骼，肌肉等等，也是会出现不同的强化，令得人体内的力量，越来越强……
　　伴随这着萧炎晋级逐渐进入白热化，山洞之内的波动也是越来越剧烈，到得后来，整个山洞之中，就宛如被红色的火属性能量掩盖一般，而萧炎的身形，则宛如一个黑洞一般，盘坐在能量的中心位置，贪婪的吞噬着涌进体内的所有能量……
　　这般似乎永无止尽的吞噬，足足持续了将近两日时间，那山洞之中所充斥的浓郁红色火属性能量，方才逐渐的淡化，而其中那赤裸着上身的青年，也是若隐若现的浮现而出。
　　萧炎此次的晋级，持续了约莫三天时间，方才缓缓落下帷幕……",2
斗破,第935章 再度突破！,"这般能量的灌注，只是持续了短短十几秒的时间，便是徐徐消散，而当那最后一丝斑驳的能量凭空散去时，萧炎那紧闭的四天时间的双眼，终于是猛然睁开！
　　在其眼眸睁开的那一霎，一股强悍气势，也是猛然自其体内铺天盖地的暴涌而出！
　　气势的暴涌，只是持续了短短一瞬，便是被萧炎迅速的收回了体内，但这般突如其来的变故，依然是引起了内院不少人的注意，当下一道道目光，便是投向了石台之上，待得瞧得萧炎睁眼之后，不由得传出道道惊呼声。
　　对于内院之中响起的哗然，萧炎并未在意，扭了扭脖子，旋即拳头随意一握，感受着体内那较之前几日，强横了许多的斗气，不由得咧嘴一笑，如今的他，终于是成功突破六星斗皇，达到了七星斗皇的层次。
　　“七星……还有两星距离，便是能够达到斗皇巅峰，斗宗……也不远了……”缓缓的从石台上站起身子，萧炎喃喃自语了一声，旋即视线扫向内院北方的天空，目光略有些恍惚，当年，薰儿离开时，便是这个方向……
　　目光恍惚的盯着北方天际，片刻后，萧炎拳头猛然一握，漆黑眸中，掠过许些凌厉寒芒，这一刻，他也是想起了当年那来到内院，强行带走薰儿的那位男子，他的名字，对于萧炎来说，绝对是难以抹除的印记！
　　“在下是黑湮军副统领，翎泉。”当年，在那内院后山，脚踏四翼独角兽的青年，居高临下的对着萧炎如此冷笑道。
　　“翎泉……”
　　深吸了一口气，萧炎眼中闪过一道冷意，当年的他，在这位所谓的黑湮军副统领面前，犹如蝼蚁般弱小，但现在，他有着信心，若是此人再度出现在其面前，必然能将其斩于尺下！
　　如今的萧炎，在经过短短几年时间的飞速成长之下，已经不再是当年那谁都可以揉捏几下的小小大斗师！",2
斗破,第1020章 战王尘,"萧炎眼神微凝，这王尘所施展的必然是一种高阶斗技，而且怕等级还不低……这黄泉阁能够并列四阁之一，果然也不是虚名。
　　“六合游身尺！”
　　手中重尺也是在此刻随其心动，迅速带起一道道尺影，形成密集的尺网，将萧炎身体寸寸包裹。
　　叮叮叮叮叮叮！
　　铺天盖地的黑芒尽数倾泻在尺网之上，清脆的声音顿时连绵不绝的爆发而起，每一次清脆声音响起，一股庞大的能量波动，便是会迅速暴涌而出，在那坚硬的银木广场上带出一道道蜘蛛网般的裂缝。
　　望着场中那眼花缭乱的交手，周围顿时响起一道道惊哗之声，谁都未曾想到，萧炎在王尘将体内斗气发挥至巅峰之刻，居然依然能与其交战并且不落下风。
　　到了这种时候，再蠢的人也是能够看出，萧炎之所以会选择迎战，并非是什么鲁莽之举，而是真正的有着与对方匹敌的实力与资格。
　　席位上，黄泉尊者脸庞上的笑容也是越来越少，到得后来，几乎彻底的变成了阴沉之色，在他的感应中，萧炎的气势正在不断的攀升，短短几个呼吸间，便是接近了王尘，而且，还是攀涨！
　　风尊者，雷尊者，剑尊者等人，脸庞上也是逐渐浮现一抹惊讶，旋即若有所思，此人果然是掩藏了真实实力啊，这样看来的话，好像不妙的，反而要变成那王尘了？
　　一想到此处，风尊者与剑尊者脸上不由得涌上一抹细微的弧度。
　　在他们二人幸灾乐祸间，场中变故陡生，只见得那一直包裹着萧炎身体的尺影，猛然消散，而一股远比王尘更加强悍的气息，顿时如山峰自平原拔地而起般，暴涌天际！
　　磅礴的斗气，轻易的冲破王尘的匕首构建的刃网，尺影闪掠，一朵诡异火焰，在尺顶闪电凝聚！
　　“六合游身尺：六合火！”",1
斗破,第1021章 六合火,"当然，不仅他看走眼了，一旁的雷尊者，风尊者，剑尊者三人，脸庞上也是有着许些惊愕，片刻后，眼中掠过一抹凝重，虽说一名斗宗并不可能令得他们如此这般，但这名斗宗的年龄，却是不过方才二十左右，能够在这种年龄达到这种层次，若不是此人天赋近妖的话，那么便是此人背后，应该也是有着极为不菲的背景支持！
　　“看来此人，有些不简单啊，王尘，并非是其对手。”剑尊者抚着一缕胡须，缓缓的道。
　　听得剑尊者此话，黄泉尊者眼神也是一寒，声音阴冷的道：“现在可还没结束呢，胡乱猜测，只会丢人而已。”
　　剑尊者嘴角一撇，目光望向场中，冷笑道：“我倒是要看看，最终是谁丢人。”
　　在两人针锋相对间，场中局势，也是在电光石火间，变得异常危险了起来。
　　面对着萧炎那寂静无声的一尺，王尘脸庞上的狰狞之色也是变得僵硬了许多，隐隐间，一股浓郁的危险感觉，由心底深处蔓延而出，攀爬自身体的每一个角落。
　　“怎么可能？这小子怎么可能是斗宗？”",1
斗破,第1023章 奉陪便是,"在风尊者迟疑间，广场边缘处的凤清儿，却是莲步轻移，进入广场，旋即美目移向萧炎，清冷的声音，带着一丝高傲，缓缓响起。
　　“风雷阁凤清儿，不知你可敢应战？”
　　目光顿在凤清儿那凹凸有致的丰满娇躯上，萧炎也是一笑，一股豪气，自心中喷薄而出，他自然也是知道风尊者的一些难处，而且他怎么说也是药老之徒，再怎样，也不能在老师这位生死好友面前，落了他老人家的名声吧。
　　“奉陪便是！”
　　一声清朗大笑，豪气干云！",1
斗破,第1060章 到手,"三色火莲缓缓的在萧炎掌心旋转，而伴随着它的每一次转动，周围的空间便是溢出一条条漆黑的空间裂缝，令得人心生寒意。
　　火莲一出现，所有人都是能够清楚的感觉到，这片天地间的能量，瞬间变得狂暴起来，而且温度，也是在迅速的拔升……
　　这般异象，直接便是令得所有人脸色剧变了下来，即便是连唐震，眼中都是流露出了一抹震惊之色，那诡异的三色火莲之内，似乎隐藏着一股毁灭般的可怕力量，而且这种力量，他还略微有些熟悉的感觉……
　　“这是……异火的力量？”
　　心中思索瞬间，唐震眼瞳猛的一缩！
　　脸色因火莲的出现而变化的，还有着那身为当事人的吴辰，因为距离相隔最近，他对于火莲之中所蕴含的那股毁灭般的力量感触最为深刻，在这精美的三色火莲之下，这位焚炎谷的三长老，终于是首次露出了难以置信之色，任其想破头脑都是想不到，为何萧炎一个一星斗宗，却是居然能够施展出这等连他都为之震撼的恐怖力量。
　　“怎么可能？”
　　眼中光芒急速闪动，片刻后，吴辰也是猛的一咬牙，眼中掠过一抹狠色，萧炎的火莲虽然恐怖，但他的太乙火罗掌，也并非是吃素的，鹿死谁手，可还是未知之数呢！",1
斗破,第1060章 到手,"十回合已至，吴辰，你输了。”唐震缓缓从天空行下，然后淡淡的道。
　　听得唐震的话，浑身狼藉的吴辰一怔，旋即只能极为不甘的咬了咬牙，他没想到，这次居然会阴沟里翻船的栽在一个后辈心中，不过虽然不服气，但在想到先前那可怕的能量风暴后，即便是他，心中都是不免泛起一股寒意，若是被卷入其中，恐怕今日他再怎么说也得落得重伤下场。
　　萧炎抹去嘴角的血迹，面色隐隐透着一分苍白之色，但更多的，却是一分炽热，当初的三色火莲，并不能奈何八星斗宗，但如今，却是已经足够，这也就是说，以后，对付这等级别的强者，他又是多了一分手段……
　　唐震目光转向萧炎，微微一笑，声音变得和善了一些。
　　“既然吴辰已经输了，那么按照约定，天火三玄变，也该归你所有了……恭喜你。”",1
斗破,第1110章 解决魔毒斑,"萧炎面色逐渐凝重，手掌猛的一把扯开衣衫，露出胸口上的那一团宛如黑色旋涡般的魔毒斑，以前他担心迅猛提升实力会导致根基不稳，但在经过施展天火三玄变后，萧炎对于那更高级别的能量强度，倒是有了一些掌控的把握，因此这魔毒斑，也是该将之彻底解决的时候了！
　　以如今萧炎的实力，彻底炼化魔毒斑，已经并不难，至于其内所蕴含的庞大精纯斗气，以萧炎的身体容纳程度，也足以将其完全接收，也就是说，此时解决这困扰萧炎许多年的魔毒斑，正是水到渠成之事！
　　“嘿嘿，蝎毕岩，当年你所送的这份大礼，如今我便不客气的全盘接收了！”
　　萧炎手掌轻轻摸过胸口的魔毒斑，嘴角浮现一抹冷笑，迅速盘腿而坐，手印一变，体内的碧绿火焰，顿时熊熊燃烧而起，然后疯狂的对着魔毒斑所在的方位暴涌而出！
　　魔毒斑之内，蕴含了蝎毕岩毕生斗气，当初的蝎毕岩再如何说都是两三星左右的斗宗强者，虽说此时的魔毒斑已不再完整，但若是被萧炎成功完全炼化的话，其实力，必然也将会突飞猛进！
　　而这种情况，也正是萧炎所乐意见到之事，如今的他，需要足够的实力！
　　没有实力，一切之事，都是纸上谈兵，虚妄之谈而已！",2
斗破,第1176章 赶往出口,"光芒散去，隐隐间现出一道人影，仔细一瞧，赫然便是萧炎，只不过，现在那萧炎的身体，似乎极为的虚幻……
　　“这是……灵魂？”
　　熊战望着天空上那虚幻的萧炎，心头突然一惊，低声道。
　　灵魂这东西，对于如今这个时代的强者来说，太过于虚无缥缈，灵魂力量也是无色无形，应付起来防不胜防，类似真正的类人型灵魂，很少有人见过，毕竟想要将虚无的灵魂凝构成人形之状，并且久久不散，那即便是一些斗尊阶别的强者，都是难以办到的事。
　　天空上的“萧炎”在顿了一顿后，突然低下头，目光望着地面上的石室中，那里，一道削瘦身影正踏着虚空缓步而上，熊战目光一扫，发现这正是萧炎的本体肉身……
　　随着本体肉身踏空走向灵魂，那由灵魂所凝而成的“萧炎”，也是身形一动，对着本体行去，而随着他脚步每一次的落下，其身体都是会缩小一些，待得他来到本体面前时，已是变成了巴掌大小的无形光团，然后轻飘飘的落在本体额头上，一闪间，便是消失不见……
　　在灵魂再度进入萧炎眉心时，其身体也是微微一颤，那种弥漫开来的灵魂威压，也是在此刻尽数消散。
　　萧炎的身体在天空中呆立了半晌，漆黑双眼中，终于是再度恢复了清醒，深吸了一口气，旋即猛然结动手印，而随着其手印的结动，浩瀚的灵魂力量，闪电般的自其眉心处扩散而出，最后在萧炎变幻的手印处，凝聚成了一道无形的灵魂拳印。
　　“熊战大哥，接我一记魂手印试试！”
　　一道低喝自萧炎嘴中传出，旋即其目光突然转向下方的熊战，旋即大笑一声，手印陡然一凝，那弥漫着浩瀚灵魂威压的拳印，便是化为一抹闪电，对着山顶之上的熊战暴露而去！
　　“哈哈，好！”
　　听得萧炎的笑声，那熊战也是豪迈一笑，旋即蒲扇大的手掌猛然紧握，双眼虚眯的盯着那掠过空间的浩瀚无形之力。
　　“嘭！”
　　无形的灵魂手印瞬间便至，然后与熊战那犹如精铁般的巨拳，狠狠的撞击在一起，当下一道低沉的闷声，便是在这片天际响彻而起。
　　两者对碰，意料之中的能量涟漪却并未出现，那熊战一拳击出，旋即脸色便是微微一变，那灵魂手印之上的力道，倒并非很强，但在两者相撞间，他却是感觉到，自己脑袋深处，却是在这一霎猛然间传出一阵淡淡的疼痛以及眩晕之感，当下连脚步都是踉跄了一下，退后了两步，方才稳住身形。
　　“这……这便是灵魂攻击么？”",1
斗破,第1200章 符印,"就在三千焱炎火身体之上缭绕的漆黑火焰化为紫黑色时，萧炎眼中陡然掠过一抹精芒，脚掌之上，雷芒闪动，空间波动间，诡异消失，再度出现时，已至三千焱炎火龙头之处。
　　现出身来，萧炎手掌一握，又是一个细小的玉瓶出现在其手中，然后闪电般的被其甩出，最后狠狠的击中三千焱炎火的额头，砰的一声，爆裂开来，一滴暗金色的血液，缓缓出现。
　　在那滴暗金色血液沾染到三千焱炎火额头时，其身体顿时僵硬而下，眼中的神采也是在此刻出现了呆滞，与此同时，其额头处，一个奇异的符印，若隐若现的浮现而出，看那符文的模样，赫然是与萧炎掌心那道龙印，完全相同！
　　“果然是龙印！”
　　见到三千焱炎火额头上的那奇异符文，萧炎顿时闪过一抹狂喜之色。",1
