book,chapter,paragragh,tag
大主宰,第两百七十九章,"白龙至尊淡淡一笑，道：“只是见你与寻常人不一般而已，我这道意识，凭借着白龙灵珠内的灵力维持，你如果之前一道全部吸收了，现在也听不见我这些话，我这剩下的东西，你就没什么缘分了...”

 牧尘一怔，剩下的东西？

 白龙至尊笑了笑，手掌轻拍座下白龙，那白龙便是飞快的缩小，然后化为一卷仿佛龙鳞所化的卷轴，在那卷轴之上，有着古老的字迹铭刻。

 牧尘视线看去，那犹如龙腾般的古老文字，便是印入了他的眼中。

 “龙腾术。”",2
大主宰,第八百零八章,"“这是…龙凤血浴！”

 天地间所有强者都是目瞪口呆的望着这突如其来的变故，再然后那惊叹便是被浓浓的羡慕所掩盖，因为他们察觉到那金色光柱内的龙凤精血，究竟精纯到了什么程度！

 那就算是上百座龙凤池，都绝对无法比喻的！

 “这小子命也太好了！”有着强者红着眼睛说道，那是龙凤血浴啊，就算肉身再孱弱的人被洗礼后，都是能够脱胎换骨，而这牧尘本就肉身强大，再经历了这次的洗礼，恐怕光凭借肉身的力量，他就能够抗衡同等级的人。

 不过虽然眼红，但所有人都很清楚，这是牧尘用大毅力以及大胆魄所换来的机缘，因为换做他们，根本就没有那个勇气冒着九死一生的危险，强行登梯。",2
大主宰,第七百六十一章 燃天符,"“五枚燃天符，足以重创一名四品至尊！”大罗天军中，有着人低声道，一些人也是暗暗摇头，这牧尘表现得已是相当不错了，不过想要拦住九道燃天符，谈何容易。

 “不对！”

 不过他们的声音刚落，便是有人眼瞳一缩。

 所有视线盯着那岩浆喷薄处，那里，一道金光巨影踏空而出，一轮金色烈日悬浮其脑后，鎏金光芒四射，犹如是一尊不灭大佛，那等震撼姿态，令得众多强者悄悄吸气。

 因为那道金光身影，竟是丝毫无损！",1
大主宰,第五百五十九章,"“是吗？”

 牧尘闻言，却是抬头一笑，笑容有些诡异。

 嗡嗡！

 就在牧尘笑容浮现时，只见得这片区域突然绽放出耀眼的光芒，然后众人便是见到一道道约莫十数丈左右的灵阵凭空浮现，这些灵阵等级并不高，但却是胜在数量不小，它们迅速的笼罩开来，犹如一个个小型的囚牢一般，竟是将那些缚天阵内那些磅礴的灵力分割包围了起来。

 短短十数息的时间，灵阵内的灵雾便是在迅速的消散，那些数量不少的小型灵阵，竟是把缚天阵内的灵力给囚禁起来了。

 “好手段！”

 灵阵之外，那无数观摩着这场精彩阵斗的高手，眼睛都是猛的一亮，忍不住的惊呼出声。",1
大主宰,第七百零八章,"“似乎是成功了。”曼荼罗金色大眼睛中划过一抹诧异，笑了笑，道。

 唐冰与唐柔闻言，俏脸上顿时有着难以遏制的惊喜涌出来，九幽那一直紧握的玉手，也是在此时缓缓的松开，如释重负的松了一口气。

 远处的天空，牧尘身形一动，直接是出现在了九幽她们面前，旋即他那俊逸的面庞上有着一抹笑容浮现出来，笑容之中，充满着一往无前的昂扬战意。

 “抱歉，久等了，现在，该我们去拿属于我们的战利品了！",2
大主宰,第三百七十九章,"“看谁镇杀谁！”

 牧尘抬头，猩红的眼瞳望着那可怕的攻势，喉咙间也是有着低沉的吼声传出，回荡天地，同时，在其气海之内，那暗紫色的曼荼罗花一点点的绽放开来，而随着花瓣的绽放，那被封印在其中的大须弥魔柱，一股惊天凶煞之气，暴冲而出。

 轰！

 那种凶煞，从牧尘天灵盖冲上天际，然后直接是在其身后，化为了一道约莫千丈庞大，矗立于天地之间的黑色魔柱！

 整个天地，仿佛都是在此时暗沉了下来。

 魔气滚滚，煞气滔天！",1
大主宰,第七百八十八章,"“不过这盔甲似乎不是凡物。”彩潇玉手一握，那一套金色盔甲便是悬浮在她的面前，这套金色盔甲，乃是使用真龙之鳞所炼制而成，其坚固程度难以形容，而且在那盔甲背后，隐隐的能够见到羽翼的纹路…

 “这套盔甲，融合了真龙真凤的力量…”牧尘也是凑过来，有些震动的道，先前那金甲守护者背后展开的凤翼，原来是依靠着这套盔甲。

 “好东西啊。”牧尘忍不住的赞叹道，这一道龙凤金甲拥有着真龙之鳞的强大防御，又拥有着真凤的速度，这等能力，就算是上等神器都有所不及，这若是传出去的话，必然会引来无数眼红争夺。",2
大主宰,第四百二十章,"紫焰光虹最终将那魔龙般的灵力逼近了魔刑天之前，不过，就在跨入后者丈许范围时，紫焰光虹之中的力量，终于是被消耗殆尽，最后与那一道魔龙般的灵力，双双湮灭。

 “你输了！”魔刑天森然出声，虽然他不知道牧尘为何能够爆发出如此恐怖的力量，但显然这是借助的外力，而这是会付出巨大的代价，此时牧尘面色惨白如纸，显然是不可能再有战斗之力，而只要他挡下了牧尘这最强攻击，接下来的战斗，已是有了结果。

 牧尘抬起苍白的脸庞，他看了一眼魔刑天，脸庞上却是掀起一抹嘲讽的笑容。

 “输的，是你。”

 魔刑天瞳孔猛的一缩，只见得那前方本来即将湮灭的紫研光虹内，一道细小的黑色光束，陡然暴掠而出，然后以一种无法形容的速度，洞穿了那丈许空间。

 如此近的距离，魔刑天根本来不及催动任何的防御，那黑色光束，已是射进了他眉心之间。

 一道黑色的孔洞，出现在了魔刑天眉心处，他的身体，在此时陡然凝固。",1
大主宰,第八百零四章,"只见那天空之上，妖艳的上古神花不知何时合拢，然后又是逐渐的化为光点消散，而在光点散去的时候，一道修长的身影，再度出现在了所有人的视线之下。

 他面色虽然略显苍白，但却并不见丝毫萎靡之态！

 那是牧尘！

 哗。

 天地间难以置信的哗然声犹如火山一般的爆发了起来，无数人目瞪口呆。

 牧尘竟然真的把幽冥皇子那必杀的一击给挡下来了！

 这个家伙，竟然真的做到了！",1
大主宰,第六章 灵力增幅,"在那庭院不远处，牧锋望着那庭院之中所发生的事情，也是忍不住的一笑，笑容中颇为的满意：“小牧的修炼天赋果然不凡，我当初也曾经修炼过这大浮屠诀，可修炼出第一道灵力，那可是消耗了足足五曰时间，而且修炼出的那一道灵力，初始也只能达到七层的增幅。”

 “这小子，竟然短短半曰就将灵力修炼了出来，并且增幅还达到了如此惊人的地步，真是打我的脸啊。”虽然这般的说着，但牧锋眼中的自豪与欣慰却是怎么都掩饰不住。

 “呵呵，小牧的天赋的确相当惊人，想来曰后成就，也不是我们这种过时的家伙可以比的。”一旁的周野也是笑着点了点头，语气中充满着感怀。",1
大主宰,第四百二十章,"蕴含着一些痛苦的低沉咆哮声，犹如野兽一般的响彻而起，牧尘上身衣衫瞬间化为灰烬，紫色的火苗仿佛是从毛孔中窜了出来，令得他看上去犹如一尊火神，那拳头一震，便是再度狠狠的砸在那魔符之上。

 嗤嗤！

 魔符之上，一道道鲜血般的纹路，竟然是在此时被那紫焰生生的燃烧而去，最后紫焰窜了上来，整道魔符，都是燃烧起来，最后砰的一声，这道惊人的魔符，便是被那紫焰燃烧得干干净净。

 噗嗤！

 一口鲜血，猛的自魔刑天嘴中喷了出来，与先前牧尘一般无二，只不过他的面庞更为的苍白，死寂的眼中，都是在此时涌上了一抹震动之色，他无法想象，是噬龙魔符竟然会被牧尘一拳之下，烧得干干净净。",1
大主宰,第八百二十八章,"牧尘的双目陡然睁开，他能够感觉到胸膛与背后的血肉仿佛是在此时震动起来，血肉之中，仿佛是有着什么东西悄然的破碎，然后被孵化激活了一般。

 吼！

 牧尘身形暴冲而起，仰天长啸，那啸声竟是如龙如凤，一道巨大的金光直接是从他体内冲出，连那天际云层都是在此时被撕裂而去。

 九幽仰头望着那道金光中的身影，隐隐间，竟是感觉到了一丝压迫感笼罩而来，那并非是灵力压迫，而是实力相当的神兽在相遇时，方才会自然而然散发出来的压迫感。

 此时的牧尘，给她的感觉，就犹如是一头人形神兽！",2
大主宰,第三百三十七章 完整版本的雷神体,"就在那雷光液体融入牧尘眉心时，他顿时感觉到一道惊雷之声在其脑海之中炸开，身体微颤间，一股磅礴而复杂的信息，犹如潮水般的浮现。

 雷神体，中品锻体神诀，可采天地雷霆之力锤锻肉身，强横之处，光凭肉身，便能蹦碎空间，拥有着搬山之力。

 此神诀一旦修炼至高深之处，威力堪比上品神诀。

 “可堪比上品神诀...”

 牧尘略感震撼，锻体神诀本就罕见，没想到这雷神体竟然之强，修炼到极致，威力不比上品神诀弱，这种等级的神诀，就算是在灵值殿中都购买不到！",2
大主宰,第八百章,"而随着牧尘身形显露，众多强者也是忍不住的一惊。

 此时的牧尘，身躯上覆盖着一层薄薄的血枷，那是鲜血凝固后所形成，而在那血枷上，还能够见到一些狰狞的伤痕。

 显然，这些应该都是先前柳炎那最后一击给牧尘所造成的伤势。

 牧尘身躯微震，身体上的血枷顿时脱落下来，那些深可见骨的狰狞伤痕，更是以肉眼可见的速度恢复着，短短不过十数息的时间，他的身体就已彻底的恢复过来，那种恢复速度，看得众多强者目瞪口呆。",1
大主宰,第四百六十三章,"而且，在那血魔剑影之后的血海，也是因为那无尽黑色雷弧的闪烁，进而沸腾，蒸发，那种弥漫天地的血腥之气，也是在迅速的消退。

 “这就是你最后的手段吗？”

 牧尘眼神淡漠的望着面色苍白的邱北海，有些失望的摇了摇头，道：“与姬玄比起来，你果然差太远了。”

 他手掌陡然一握，只见得那庞大的雷神之手，猛然握下，黑色雷弧在那掌心疯狂的闪烁，最后一把将那血魔剑影捏在了掌心，黑雷爆炸，只听得嘭的一声巨响，那柄血魔剑影，便是在此时被那黑雷巨手，生生捏爆。

 噗嗤。

 血魔剑影爆裂，邱北海面色剧变，一口鲜血狂喷而出，周身灵力波动急速萎靡而下，显然是遭受到了重创。",1
大主宰,第五百六十五章 木神经之威,"一道道视线上移，只见得在这片变得光秃秃的山脉上空，碧绿色的灵力却是犹如海洋一般的呼啸着，那浩瀚的灵力中，充满着昂扬的生机。

 这些灵力，全部都是由那些爆裂的树木之中所压榨出来，而这股力量之强，就连一些一重神魄难的高手都是看得头皮发麻。

 牧尘身形缓缓的落下，正好落在那翻滚的磅礴灵海之上，他抬起头望向前方，在那山峰上，莫修三人的面色已是隐隐带了一丝青意，那微微跳动的眉尖，显露着他们此时心中的震动。

 牧尘搞出来的这恐怖阵仗，显然也是有些震撼到了他们。",1
大主宰,第八百零四章,"无数强者心神震动的望着这一幕。隐隐间，他们已是感觉到了一种不寻常的波动，牧尘所施展的手段，让得他们心头不知道为何在微微颤抖着。

 天地昏暗，甚至连空间都是在此时抖动起来，牧尘的面色越来越苍白，然而其眼神却是越来越凌厉，下一瞬。他修长双指，终是凌空轻轻点下。

 “去吧。曼陀罗灭天光！”

 当牧尘心中的喃喃之声响起时，只见得这昏暗的天地彻彻底底的黑暗下来，唯有着那妖艳的上古神花是着天地间唯一的光亮，再接着，所有人都是见到，那朵上古神花猛的一震，暗紫色的光芒，在此时犹如火山一般，喷薄而出。

 紫色光束并没有携带着那种毁灭天地般的声势，然而当它在划过虚空时，所有人都仿佛是听见了空间破裂的声音。

 那光束掠过的地方，仿佛是任何的生机都是被抹灭，那种霸道，让人内心深处都是泛着深深的寒意。",1
大主宰,第三百八十章,"随着烟尘散去，只见得一个巨大无比的深坑出现在了大地上，而在那深坑中央处，魔龙子满身鲜血的躺在其中，他浑身骨骼仿佛都是在此时被拍断，无法动弹。

 现在的魔龙子，再没了之前的那种跋扈与张扬，那狼狈的模样，倒是有些丧家之犬般的味道。

 那远处的腾隆等人也是面色骇然的望着这一幕，浑身有些颤抖，这结果显然出乎了他们的意料，谁能想到，那煞气滔天的魔龙子，竟然最终会失败。

 而且，还是败在了北苍灵院的一个新生手中！

 牧尘眼神也是转向了他们，腾隆等人浑身一寒，虽然他们也知道现在的前者状态极差，但心中的恐惧，却是令得他们根本不敢再与牧尘有任何的对峙。",1
大主宰,第三百一十五章 斩杀灵王,"身后传来的惊人灵力，也是骇得慕风扬面色惨白，这般时候，连转身都来不及，他只能迅速的将一套灵甲包裹了身体。

 铛！

 牧尘的拳头，狠狠的轰在那灵甲之上，顿时爆发出金铁之声，火花溅射间，那慕风扬一口鲜血狂喷而出，身体犹如断线的风筝，一头便是栽落下地，将那地面轰出一个巨坑。

 慕风扬狼狈的躺在深坑中，身体上的灵甲，有着一道道裂缝蔓延出来，这灵甲之前因为试图陷害牧尘就已经被灵王拍得将要破碎，如今再狠狠的吃了牧尘一记狂暴攻击，更是已到极限。",1
大主宰,第两百三十五章 一个不留,"森罗死印所凝炼而成的黑色彗星没有丝毫的停顿，直接是狠狠的轰击在那黑色光龙之上，而后巨声响彻，那黑影便是惊骇的见到，黑色彗星，以一种势如破竹之势，瞬间震碎那黑龙，甚至连隐藏在其中的黑矛，都是被震飞而去。

 轰！

 黑色彗星洞穿黑色光龙，呼啸而来，然后便是在那黑影恐惧的目光中，将其狠狠的击中。

 啊！

 凄厉的惨叫声响起，大地震荡，一个巨大的深坑出现在了地面上，那深坑之中，那黑影的尸体已是变得模糊起来，瞬间气绝。

 牧尘这六道森罗死印，足以抵挡李玄通的凌厉一招，如今施展出来，直接是瞬间秒杀了一名融天境后期的强者。",1
大主宰,第四百六十二章,"牧尘右掌缓缓的伸出，在其掌心，似乎是有着无尽黑色雷霆在诞生，湮灭，犹如衍生着雷霆的世界，他的手掌，也是逐渐的呈现一种漆黑色彩，深邃而神秘。

 他掌心翻上，最后对着那道血魔剑影，轻轻拍下。

 “雷神之手。”

 低低的声音，在牧尘的心中响起，旋即他那黑色眸子，猛然爆发出了电闪雷鸣。

 轰隆！

 黑色雷霆疯狂的从牧尘体内暴射而出，天地间雷霆大作，竟直接是在牧尘前方，形成了一只约莫百丈大小，漆黑无比的巨手，那巨手之上，黑色的雷弧疯狂的闪烁，这些雷弧凝聚起来，仿佛是化为了一道道古老的纹路。",1
大主宰,第七百四十五章 以命相搏,"牧尘眼中凶光一闪，脚掌一跺，只见得那已是满身创伤的大日不灭身再度冲天而起，直接是出现在罗汉法身前方，而后那巨拳便是狠狠的挥下。

 秦碑急忙催动罗汉法身抵挡，但唯有一臂的至尊法身，如何能挡得下大日不灭身的攻击，那巨拳轰下，直接是将那罗汉法身一臂震断，并且一拳更是将那罗汉法身胸膛穿透而去。

 嘭！

 罗汉法身终于是达到了极限，砰的一声化为漫天光点，一道狼狈的身影从其中坠落而下，鲜血狂喷，最后重重的落在一座山峰之上，强大的力量，将那山顶都是震得塌陷了下去。

 轰隆隆。

 巨山滚落，然而那双方阵营，却是在此时陡然间的安静下来，那一道道有些凸出的眼睛，显露着他们此时心中的震骇。

 那个牧尘，不仅挡下了秦碑最强的攻击，并且还借此彻彻底底的击败的了秦碑！",1
大主宰,第两百八十四章 一万三千颗,"牧尘并不知道秃头老人给他的所谓“雷神体”神诀有多强，但他却是能够清晰的感觉到自己的肉身，在那狂暴雷霆之力的侵蚀下，一点点的变得强横。

 这似乎是一篇锻体的神诀。

 这让得牧尘有些惊喜，在灵诀之中，锻体灵诀相对而言颇为的罕见，而眼下这秃头老人所给的奖励，不是锻体灵诀，而是锻体神诀！

 一种能够吸收雷霆之力锤锻肉身的锻体神诀。",2
大主宰,第两百二十章 妖莲再现,"轰！

 光芒暴射，旋即一股连苏萱他们都是面色微变的灵力风暴，犹如形成了实质，疯狂的肆虐开来，瞬间便是将这数千丈庞大的战台震得尽数崩塌，那四周的灵力护罩，也是被撕裂得发出嘎吱嘎吱的声响，那种即将破碎的视觉冲击，令得无数人心惊肉跳，若是被那种冲击波及，恐怕就算是融天境后期的人，都得被撕成碎片吧。

 场中的灵力风暴，肆虐了足足数分钟，方才在无数道震撼的目光中一点点的消散。",1
大主宰,第七百八十五章,"而在那金色树苗之上，能够看见有着三团金光，透过金光，能够见到其中竟是三颗金色的果实，金色果实极为的奇妙，呈现龙凤交缠和鸣的姿态，彼此缠绕，化为了一颗神妙无比的龙凤果实。

 只不过这三颗龙凤果实，其中两颗呈现成熟的姿态，第三颗似乎才诞生后不久，所以显得极为青涩，那种神妙波动，也远不及前两者。

 但即便如此，这三颗龙凤果实，都堪称是绝品般的宝贝！

 牧尘眼神火热的望着那三颗龙凤果实，他能够感觉到，这三颗龙凤果实恐怕才是此地最好的宝贝，其中蕴含了这真龙真凤之首中的精华力量。",2
大主宰,第六百七十七章,"短短不过十数息的时间，那金光弥漫之地，一座至尊法身，便是凝聚成形。

 而且，这一次凝炼而成的至尊法身，通体金光更为的耀眼，鎏金般的躯体，犹如是世间最为坚固之物，无可摧毁。

 而且，在那金色的至尊法身表面，还能够见到一些暗紫色的图纹，图纹古朴而大气，竟是一颗颗烈日升腾之像。

 犹如万日当空。

 这座至尊法身静静的盘坐在天空上，不言不语，金光流转间，一股无法形容的古老磅礴之感弥漫，令得牧尘都是心生震撼之意。

 “不破不立...破后而立吗...”

 牧尘喃喃道，现在成形的至尊法身，比起先前他凝炼出来的那一座，无疑是显得更为的完美，浑身上下，都是寻不出丝毫的瑕疵。",2
大主宰,第八百零八章,"啊！

 他的啸声之中，弥漫着痛苦。但那痛苦之中，却是有着令人动容的坚毅与执着，即便此时的他浑身血肉模糊，甚至连白骨都是清晰可见，甚至连肉身已是爆碎了一大半，若非有着龙凤精血赋予的强大生命力，恐怕此时肉身早已尽数的毁灭。

 但即便是这般时刻。他依旧没有丝毫要认输绝望！

 那犹如狮吼般的啸声回荡在天地间所有人的耳旁，无数强者都是眼带震撼的望着那龙凤梯之巅，那里肉身爆碎大半的身影。沐浴在鲜血之中，但他依然是仰天长啸，那般背影，那般浴血咆哮的姿态。莫说是寻常强者。就算是彩潇，苏碧月，红鱼她们这等强者，都是脸带震撼。",1
大主宰,第一百八十四章 血脉链接的力量,"“这个家伙...”周翎神色震动，片刻后方才深吸一口气，神色复杂，原本他以为在晋入融天境后，应该会拉近与牧尘之间的差距，但谁能够料到，这个家伙，却是犹如一个无底洞一般，始终让人无法触及到他的底。

 那种感觉，真的算是有些深不可测。

 如今从牧尘体内散发出来的灵力波动，已经是直逼杨弘！

 那种看似遥不可及的差距，正在被他以各种神奇的手段，迅速的拉近。

 有时候，就连周翎都不得不承认，牧尘这家伙，总是会创造出一些奇迹来...原本以为已经无法撼动的局势，却最终能够被他神奇的翻转过来。",1
大主宰,第一百八十五章 黑塔镇虎蛟,"“浮屠之塔，镇压万物！”

 黑色巨塔之内，隐隐的有着古老的钟吟之声响起，只见得那巨大的黑色符文突然呼啸而下，轰在了那上古虎蛟庞大的身躯之上。

 嘭！

 仅仅只是一个接触间，上古虎蛟身躯之上的漫天青光，竟是在此时飞快的变得黯淡下来，一道凄厉的咆哮声，也是猛的从那上古虎蛟大嘴之中传出。

 它能够察觉到，有着一种诡异的力量顺着那黑色符文传递过来，而那种力量一旦侵入它的身体，便是封锁了它体内的所有灵力运转路线。

 那种感觉，就犹如被生生的封印了一般。青光黯淡，而那黑色巨塔则是爆发出万丈黑芒，轰隆巨响中，直接是镇压在上古虎蛟那巨大的身躯之上，后者顿时如遭重击，庞大的身躯伴随着黑色巨塔的冲击，飞快的从万丈高空之上坠落而下。",1
大主宰,第八百九十六章,"于是，整片至尊海，都是在此时疯狂的沸腾了起来，狂暴的灵力波动不断的呼啸，那浩瀚的至尊海，在停滞增长许久之后，那海平面，竟然是再度开始了增长。

 牧尘望着这一幕，终于是如释重负的松了一口气，旋即他轻轻一笑，凌空盘坐下来，有了大浮屠塔的协助炼化，想来此次突破，应该是指日可待了

 五品至尊，触手可及。",1
大主宰,第三百四十章,"他猛的抬头，只见得那雷海犹如是被撕裂开来，一道千丈庞大的黑色神雷，犹如天罚一般贯穿而来，直接是封锁了他附近所有的空间，避无可避！

 牧尘面色苍白，这种程度的攻击，根本就不是他能够躲避以及承受的。

 面对着这种攻击，他几乎只能闭目等死。

 轰！

 不过就在牧尘无能为力之时，那另外一侧，雷海也是被一股可怕的力量生生撕裂，只见得黑色的寒流呼啸而来，竟是先那黑色神雷一步，将牧尘笼罩在其中。

 嗤嗤。

 黑色寒流化为黑色的冰山，牧尘则是被封锁在那冰山深处，层层保护。

 咚！

 黑色神雷狠狠的轰击在那冰山之上，顿时雷海暴动，卷起万丈雷浆，冰山上也是有着巨大的裂缝蔓延而开，不过毕竟是将这雷灵的含怒一击抵挡了下来。",2
大主宰,第两百三十四章 反杀,"然而，就在他手掌抓住那青光长剑，打算将其拔出时，那金炎狮的尸体，竟是陡然炸飞而开，鲜血溅射间，一道满身被鲜血沾染的身影犹如鬼魅般的从尸体下冲出，一瞬间便是贴近了那黑影人，旋即双指并曲，金光涌动，带起凌厉无匹的波动，在那黑影人骇然无比的眼神中，穿透了他的咽喉。

 那道黑影，摇摇晃晃，最终倒地，那睁大的眼睛中，满是难以置信之色。

 那道沾染鲜血的身影，则是低头将那青光长剑拔起来，缓缓的抬起头，望着那已经停下身子，转过身骇然望着这一幕的两名黑影人。

 牧尘抹去脸庞上的鲜血，冲着眼前这两名黑影人淡淡一笑，那笑容落在两人眼中，犹如恶魔般的可怕。

 他们已经如此的谨慎小心了，竟然还是中了这小子的诡计！

 这种手段，也实在是太让人防不胜防了！",1
大主宰,第九百章,"裂山王他们面现惊容之色，有些震动的道：“牧王竟然突破到了五品至尊？！”

 他们只当这一月的时间，牧尘只是在修炼战阵师而已，但哪料到，后者竟然能够在这短短一月的时间内，完成四品至尊到五品至尊之间的突破！

 四品与五品之间虽仅有一品之差。但两者却是有着极大的差距，就拿在大罗天域来说，踏入五品至尊。就拥有封王的资格，而四品至尊，却仅仅只能分得一方城市，成为城主。镇守一方。这两者之间，就犹如

 而五品至尊，在他们大罗天域，已经是具备了封王的资格，虽说这种资格，牧尘早就已经用实力证明了。

 五品至尊，即便是放在北界任何一个势力之中，都绝对能够获得极高的待遇。",1
大主宰,第三百四十章,"隔离空间中，牧尘惊喜无比的望着那颗漆黑犹如黑洞般的圆润珠子，从后者那种波动来看，这必然就是他此次的目标。

 雷神丹！

 “终于找到了。”

 牧尘压抑着心中的狂喜，依旧保持着谨慎，迅速掠出，然后接近了那犹如黑色液体一般悬浮的黑色莲花。

 而随着接近，牧尘方才能够发现，那朵黑色莲花，仿佛是黑色的雷浆所化，但其看似是液体，却给人一种无可摧毁的奇异之感，而且在这由雷浆凝聚而成的黑色莲花上，牧尘并没有感觉到半点的狂暴波动。

 这与雷海中的那些狂暴得犹如要毁灭天地般的雷霆之力，截然不同。",2
大主宰,第三百四十七章,"不过牧尘并没有给他多余思考的时间，神色冰冷，反手一拍，只见得那朱雀火鸟便是爆发出滔滔火炎，席卷之间，直接是生生的将那血河蒸发而去。

 唳！

 朱雀火鸟蒸发掉血河，却依旧未曾散去，而是化为一道火红光线，撕裂天际，最后直接是在血弑剧变的目光中，狠狠的冲击在了他身体之上。

 砰！

 火焰在天际之上爆发开来，耀眼之极。

 无数北苍灵院的学员欢呼出声，牧尘这反手攻势，漂亮得让人挑不出丝毫的瑕疵，而反观那些太鼎灵院的学员，则是神色有些苍白，再不复之前的挑衅之威。",1
大主宰,第三百二十四章 最后一战,"“终于都到了！”不少人按耐着兴奋，急忙望去。

 在那无数道视线的注视下，那光幕中人海波动，三道人影，在那万众瞩目中，缓缓的掠出。

 在那最前方的两道，不出意外的，正是沈苍生与李玄通，当即所有的目光立即后移，看向了最后方的那一道修长身影。

 而当他们的视线汇聚在那一道身影之上时，北冥广场上的气氛，仿佛都是瞬间一滞，无数人缓缓的张大了嘴巴。

 “那是…”

 叶轻灵他们也是睁大了眼睛，他们望着那熟悉的身影，眼中有着浓浓的难以置信涌了出来。

 “竟然是牧尘！”",1
大主宰,第九十四章 九天雷灵阵,"随着牧尘喝声一落，那雷光灵阵也是彻底的运转起来，轰隆的雷鸣之声在半空中回荡，旋即只见得那阵法一颤，一道约莫十数丈庞大的雷光，犹如一条雷龙般的呼啸而出，快若闪电般的撕裂长空，狠狠的轰向杨鬼。

 “该死的！”

 杨鬼望着那在眼瞳之中急速放大的雷光，面色也是剧变起来，那之中弥漫的狂暴灵力，让得他有些心惊肉跳。

 轰！

 强横的灵力，毫无保留的自杨鬼体内席卷而出，他五指摊开，而后一掌拍出，灵力滚滚：“黑鬼大掌印！”

 滚滚灵力涌出，化为一道巨大的灵力掌印，携带着雄浑之力，与那道狂奔而来的雷光，狠狠的憾在一起。

 砰！

 狂暴无比的灵力冲击自天空席卷开来，霎那间的耀眼光华，让得不少人都是忍不住的闭上眼睛……

 哼。

 杨鬼的身躯，在此时猛的一颤，喉咙间传出一道闷哼之声，身形踉跄的急退了十数步，一丝血迹自其嘴边浮现出来，体内灵力震荡不堪，显然是在这种硬碰中出现了不小的伤势。",1
大主宰,第一百八十四章 血脉链接的力量,"那黑色巨鸟通体缭绕着黑炎，它的身躯并不是特别的清晰，因此一些人也是无法分辨出这究竟是哪一种灵兽，不过，即便分辩，但从这股气势来看，绝对比起那杨弘的上古虎蛟，还要更为的厉害！

 “那是...什么灵兽啊？好恐怖的气势！”

 墨岭等无数新生目瞪口呆的望着那庞大无比的黑色巨鸟，这是他们第一次见到牧尘催动灵兽精魄的力量，原本他们一直以为牧尘炼化了当初在北苍界所获得的那两头天阶灵兽中的一道精魄，但从眼下这一幕来看，他们的猜测，显然是错误的。

 牧尘一直在隐藏着他所炼化的精魄！",1
大主宰,第五百三十五章,"牧尘的身影，也是出现在了最后三名灵力难高手身前，黑色雷光疯狂的闪烁，他面色漠然的挥拳而出，空气在其拳下爆炸，拳影则已是犹如奔雷般的落在了那三人胸膛处。

 低沉响彻，三人的胸膛都是塌陷了下去，最后惨叫着倒飞而出，然后被深深的镶嵌进了山体之中。

 整片天地间，都是在此时瞬间鸦雀无声。

 十名灵力难的高手，几乎是在一个照面，就被牧尘三人瞬间秒杀。",1
大主宰,第五百七十四章,"看似没有丝毫力量的轻弹，却是在此时带来了让人感到惊悚的反应，伴随着一道细微的破碎声响起，众人便是眼瞳急缩的见到，那一道道裂纹突然从那玉骨表面蔓延开来。

 咔嚓！咔嚓！

 细微的声音，愈发的频繁众人视线射去终于是见到，那包裹着吕天身躯的光洁玉骨，竟是悄然的出现了细密的裂纹。

 裂纹以一种惊人的速度蔓延，短短数息时间，便是彻底的密布了那玉骨的每一个角落。

 牧尘的拳头，则是在此时缓缓的落下，指尖上有着一抹淡淡的血迹浮现但他却只是淡淡的瞥了一眼轻轻搽拭而去。",1
大主宰,第七百二十五章,"当牧尘双目睁开的那一霎，两道刺目的金光，顿时暴射而出，在那金光笼罩下，任何阴影仿佛都是无所遁形。

 在大日不灭身眉心处，更是有着璀璨的金色光芒绽放着，犹如是一轮夺目的金色烈日，一股令人心惊肉跳的力量波动，在此时荡漾着出现，引来无数道震动的目光。

 牧尘盘坐在大日不灭身天灵盖之上，他在此时抬头，那一轮巨大无比的雷日已是轰然而落，庞大的阴影，将整座大日不灭身都是笼罩在下。

 那雷日尚未爆发，可那种力量，已是令得下方的大地开始层层塌陷。",1
大主宰,第八百零八章,"在其胸膛，背后，那真龙之纹与真凤之纹则是轻轻的震动着，最后一道金色光束射出，直奔那十道光团最右侧处。

 嗤嗤。

 金色光束缠绕上那道光团，然后迅速收回。

 牧尘双目睁开，那金色光团已经悬浮在了他的面前，他手掌伸出，那金色光团落到他的手中，光芒散去，最后露出了其行迹。

 那似乎是一块暗金色的骨头，骨头之上，布满着古老的纹路，犹如是天地间最为古老的文字，散发着一种神秘莫测的波动。

 牧尘握住这块神秘的暗金色骨头，却是感觉到他体内的血肉有些震动起来，这令得他眼神猛的一凛，看来这块暗金色的骨头，与龙凤体有着不浅的关系啊。",2
